Date,DBA,GLD,USO
2008-01-02,30.408634185791016,84.86000061035156,627.760009765625
2008-01-03,31.127235412597656,85.56999969482422,626.9600219726562
2008-01-04,31.454702377319336,85.12999725341797,618.47998046875
2008-01-07,31.036273956298828,84.7699966430664,604.0
2008-01-08,31.381929397583008,86.77999877929688,608.47998046875
2008-01-09,31.25458335876465,86.55000305175781,602.0
2008-01-10,31.381929397583008,88.25,592.1599731445312
2008-01-11,33.15568923950195,88.58000183105469,584.719970703125
2008-01-14,33.10110855102539,89.54000091552734,594.0
2008-01-15,33.27394104003906,87.98999786376953,582.239990234375
2008-01-16,33.13749694824219,86.69999694824219,574.7999877929688
2008-01-17,34.11079406738281,86.5,568.239990234375
2008-01-18,33.27394104003906,87.41999816894531,572.3200073242188
2008-01-22,32.41889572143555,88.16999816894531,564.4000244140625
2008-01-23,31.19091033935547,87.88999938964844,556.0
2008-01-24,32.29154968261719,90.08000183105469,567.4400024414062
2008-01-25,33.09201431274414,90.30000305175781,575.280029296875
2008-01-28,33.71965026855469,91.75,578.7999877929688
2008-01-29,33.40128707885742,91.1500015258789,583.8400268554688
2008-01-30,33.45586395263672,92.05999755859375,584.6400146484375
2008-01-31,33.64688491821289,91.4000015258789,578.7999877929688
2008-02-01,33.88338851928711,89.3499984741211,563.760009765625
2008-02-04,34.56560134887695,89.0999984741211,570.9600219726562
2008-02-05,34.45644760131836,87.68000030517578,561.2000122070312
2008-02-06,34.647464752197266,88.94999694824219,552.1599731445312
2008-02-07,34.638370513916016,89.8499984741211,558.4000244140625
2008-02-08,35.50251007080078,91.0,583.2000122070312
2008-02-11,35.25691223144531,91.33000183105469,596.4000244140625
2008-02-12,34.41096878051758,89.33000183105469,588.719970703125
2008-02-13,34.41096878051758,89.44000244140625,592.8800048828125
2008-02-14,35.4752197265625,89.70999908447266,606.0800170898438
2008-02-15,35.638954162597656,89.1500015258789,607.4400024414062
2008-02-19,36.448516845703125,91.58000183105469,630.47998046875
2008-02-20,36.566768646240234,93.23999786376953,634.5599975585938
2008-02-21,36.866943359375,93.25,618.6400146484375
2008-02-22,37.248985290527344,93.38999938964844,628.7999877929688
2008-02-25,38.38601303100586,92.73999786376953,629.9199829101562
2008-02-26,39.095516204833984,93.70999908447266,640.7999877929688
2008-02-27,38.62251281738281,94.77999877929688,631.3599853515625
2008-02-28,38.46788024902344,95.98999786376953,651.8400268554688
2008-02-29,37.80385208129883,96.18000030517578,643.3599853515625
2008-03-03,38.713478088378906,97.23999786376953,650.5599975585938
2008-03-04,37.70379638671875,95.18000030517578,635.2000122070312
2008-03-05,37.92210388183594,97.72000122070312,666.4000244140625
2008-03-06,37.694698333740234,96.5,671.1199951171875
2008-03-07,36.166534423828125,96.08999633789062,669.8400268554688
2008-03-10,36.82146453857422,95.87000274658203,685.0399780273438
2008-03-11,38.3314323425293,95.98999786376953,690.719970703125
2008-03-12,38.19499206542969,97.01000213623047,695.3599853515625
2008-03-13,38.658897399902344,98.33999633789062,697.6799926757812
2008-03-14,37.47639465332031,98.70999908447266,692.0800170898438
2008-03-17,35.356971740722656,99.16999816894531,666.4000244140625
2008-03-18,35.3842658996582,96.5,686.4000244140625
2008-03-19,34.56560134887695,93.04000091552734,658.3200073242188
2008-03-20,32.791839599609375,89.91000366210938,650.4000244140625
2008-03-24,34.338199615478516,90.0999984741211,642.0800170898438
2008-03-25,35.175045013427734,92.7300033569336,651.760009765625
2008-03-26,35.40245056152344,93.80000305175781,678.47998046875
2008-03-27,34.88396453857422,93.45999908447266,685.8400268554688
2008-03-28,34.201751708984375,91.87999725341797,674.9600219726562
2008-03-31,33.15568923950195,90.41000366210938,650.8800048828125
2008-04-01,33.383094787597656,86.86000061035156,648.47998046875
2008-04-02,34.51102066040039,89.2699966430664,670.239990234375
2008-04-03,34.756622314453125,89.41999816894531,669.2000122070312
2008-04-04,34.94763946533203,90.25,679.0399780273438
2008-04-07,34.920352935791016,91.16999816894531,695.4400024414062
2008-04-08,34.56560134887695,90.3499984741211,697.52001953125
2008-04-09,35.45703125,92.29000091552734,711.2000122070312
2008-04-10,35.62986373901367,91.7699966430664,705.4400024414062
2008-04-11,35.09318542480469,91.30000305175781,707.8400268554688
2008-04-14,35.438838958740234,91.11000061035156,717.1199951171875
2008-04-15,35.7754020690918,91.66000366210938,731.52001953125
2008-04-16,35.90274429321289,93.2699966430664,737.2000122070312
2008-04-17,35.7935905456543,92.55999755859375,738.9600219726562
2008-04-18,35.347877502441406,90.62000274658203,750.3200073242188
2008-04-21,34.019832611083984,90.25,755.0399780273438
2008-04-22,34.9294548034668,90.2699966430664,760.6400146484375
2008-04-23,34.347293853759766,89.22000122070312,761.4400024414062
2008-04-24,33.42857360839844,87.22000122070312,745.5999755859375
2008-04-25,33.49224853515625,87.2699966430664,765.280029296875
2008-04-28,33.5377311706543,87.69000244140625,765.52001953125
2008-04-29,32.94648361206055,85.80999755859375,743.9199829101562
2008-04-30,33.29213333129883,86.6500015258789,740.0
2008-05-01,32.70088195800781,83.98999786376953,723.0399780273438
2008-05-02,33.082916259765625,84.58000183105469,747.2000122070312
2008-05-05,32.937381744384766,86.2699966430664,773.9199829101562
2008-05-06,33.373992919921875,86.62999725341797,787.0399780273438
2008-05-07,33.61050033569336,85.81999969482422,798.4000244140625
2008-05-08,33.7833251953125,87.23999786376953,805.280029296875
2008-05-09,34.00164031982422,87.41999816894531,816.9600219726562
2008-05-12,33.82881164550781,86.98999786376953,800.8800048828125
2008-05-13,33.373992919921875,85.38999938964844,813.6799926757812
2008-05-14,33.36490249633789,85.19999694824219,801.760009765625
2008-05-15,32.99195861816406,87.0,801.6799926757812
2008-05-16,33.56502151489258,89.0999984741211,818.1599731445312
2008-05-19,32.83732604980469,89.38999938964844,822.4000244140625
2008-05-20,33.019248962402344,90.9000015258789,834.4000244140625
2008-05-21,33.41038131713867,91.95999908447266,866.47998046875
2008-05-22,32.773651123046875,90.9800033569336,845.0399780273438
2008-05-23,32.819129943847656,91.2300033569336,855.5999755859375
2008-05-27,32.473472595214844,89.36000061035156,834.0800170898438
2008-05-28,32.655399322509766,89.13999938964844,847.3599853515625
2008-05-29,32.20058822631836,86.51000213623047,818.0800170898438
2008-05-30,32.15510177612305,87.44999694824219,824.47998046875
2008-06-02,33.13749694824219,87.95999908447266,824.4000244140625
2008-06-03,32.60991668701172,86.87999725341797,805.2000122070312
2008-06-04,32.791839599609375,86.6500015258789,791.8400268554688
2008-06-05,33.73784637451172,86.44999694824219,831.5999755859375
2008-06-06,34.24723815917969,89.05999755859375,897.3599853515625
2008-06-09,34.40187072753906,87.98999786376953,872.4000244140625
2008-06-10,34.76572036743164,85.55000305175781,856.1599731445312
2008-06-11,36.71230697631836,87.0199966430664,887.9199829101562
2008-06-12,36.29388427734375,85.5999984741211,890.1599731445312
2008-06-13,36.91242599487305,85.83000183105469,873.5999755859375
2008-06-16,36.9033317565918,87.01000213623047,871.9199829101562
2008-06-17,37.42181396484375,87.25,869.4400024414062
2008-06-18,37.594642639160156,88.27999877929688,887.1199951171875
2008-06-19,36.885135650634766,88.41999816894531,855.280029296875
2008-06-20,36.475807189941406,88.94999694824219,873.1199951171875
2008-06-23,36.61225128173828,87.08999633789062,887.3599853515625
2008-06-24,36.5303840637207,87.47000122070312,887.5999755859375
2008-06-25,37.294464111328125,87.41999816894531,868.0
2008-06-26,38.5770378112793,90.61000061035156,904.9600219726562
2008-06-27,37.94939422607422,91.47000122070312,910.0
2008-06-30,37.003387451171875,91.4000015258789,909.280029296875
2008-07-01,37.56734848022461,92.66000366210938,916.719970703125
2008-07-02,38.285953521728516,93.16999816894531,934.719970703125
2008-07-03,38.231380462646484,92.05999755859375,934.5599975585938
2008-07-07,36.302974700927734,91.2300033569336,919.5999755859375
2008-07-08,36.38484573364258,90.86000061035156,879.3599853515625
2008-07-09,36.0755729675293,91.5,877.2000122070312
2008-07-10,36.0755729675293,93.52999877929688,914.719970703125
2008-07-11,36.73050308227539,95.16000366210938,939.1199951171875
2008-07-14,35.648048400878906,95.91000366210938,939.8400268554688
2008-07-15,35.33877944946289,96.16999816894531,899.1199951171875
2008-07-16,35.87545394897461,94.44000244140625,874.0
2008-07-17,34.201751708984375,94.22000122070312,844.239990234375
2008-07-18,33.73784637451172,94.16999816894531,835.52001953125
2008-07-21,33.110206604003906,95.12000274658203,853.3599853515625
2008-07-22,32.518959045410156,93.05999755859375,826.5599975585938
2008-07-23,32.12781524658203,90.56999969482422,800.1599731445312
2008-07-24,32.246070861816406,91.33000183105469,811.6799926757812
2008-07-25,32.7099723815918,91.69000244140625,794.1599731445312
