DATE,WLEMUINDXD
23/6/2011,5.34
24/6/2011,6.56
25/6/2011,10.47
26/6/2011,34.66
27/6/2011,43.91
28/6/2011,34.54
29/6/2011,107.03
30/6/2011,5.63
1/7/2011,6.87
2/7/2011,11.28
3/7/2011,9.11
4/7/2011,49.33
5/7/2011,29.11
6/7/2011,34.03
7/7/2011,5.7
8/7/2011,7.08
9/7/2011,53.54
10/7/2011,44.48
11/7/2011,55.8
12/7/2011,8.64
13/7/2011,33.22
14/7/2011,28.01
15/7/2011,33.56
16/7/2011,129.97
17/7/2011,9.02
18/7/2011,101.86
19/7/2011,33.31
20/7/2011,19.6
21/7/2011,33.13
22/7/2011,20.39
23/7/2011,220.08
24/7/2011,63.14
25/7/2011,11.41
26/7/2011,153.3
27/7/2011,73.38
28/7/2011,71.29
29/7/2011,192.85
30/7/2011,200.23
31/7/2011,107.25
1/8/2011,136.94
2/8/2011,351.47
3/8/2011,64.49
4/8/2011,197.48
5/8/2011,259.61
6/8/2011,304.64
7/8/2011,419.02
8/8/2011,897.41
9/8/2011,620.37
10/8/2011,388.49
11/8/2011,659.05
12/8/2011,417.71
13/8/2011,605.33
14/8/2011,249.42
15/8/2011,268.71
16/8/2011,220.85
17/8/2011,130.06
18/8/2011,153.98
19/8/2011,136.54
20/8/2011,147.24
21/8/2011,84.66
22/8/2011,150.13
23/8/2011,137.23
24/8/2011,122.94
25/8/2011,273.94
26/8/2011,95.27
27/8/2011,118.45
28/8/2011,57.66
29/8/2011,74.69
30/8/2011,57.09
31/8/2011,105
1/9/2011,137.94
2/9/2011,53.06
3/9/2011,37.89
4/9/2011,43.31
5/9/2011,135.92
6/9/2011,179.89
7/9/2011,160.02
8/9/2011,15.21
9/9/2011,31.62
10/9/2011,79.86
11/9/2011,37.56
12/9/2011,154.81
13/9/2011,126.95
14/9/2011,87.64
15/9/2011,32.73
16/9/2011,19.3
17/9/2011,119.66
18/9/2011,24.84
19/9/2011,20.6
20/9/2011,40.63
21/9/2011,100.94
22/9/2011,71.19
23/9/2011,50.46
24/9/2011,64.46
25/9/2011,56.73
26/9/2011,63.45
27/9/2011,77.74
28/9/2011,138.42
29/9/2011,15.54
30/9/2011,38.93
1/10/2011,148.6
2/10/2011,134.02
3/10/2011,209.55
4/10/2011,55.27
5/10/2011,65.98
6/10/2011,31.28
7/10/2011,18.52
8/10/2011,84.7
9/10/2011,33.92
10/10/2011,64.96
11/10/2011,23.51
12/10/2011,83.39
13/10/2011,20.43
14/10/2011,30.73
15/10/2011,64.24
16/10/2011,33.37
17/10/2011,40.62
18/10/2011,44.56
19/10/2011,76.03
20/10/2011,34.81
21/10/2011,17.52
22/10/2011,117.3
23/10/2011,73.72
24/10/2011,55.87
25/10/2011,38.99
26/10/2011,84.14
27/10/2011,89.24
28/10/2011,18.36
29/10/2011,72.73
30/10/2011,31.93
31/10/2011,31
1/11/2011,104.84
2/11/2011,58.61
3/11/2011,57.15
4/11/2011,75.24
5/11/2011,8.75
6/11/2011,23.69
7/11/2011,28.8
8/11/2011,43.55
9/11/2011,54.97
10/11/2011,43.94
11/11/2011,67.35
12/11/2011,72.87
13/11/2011,137.64
14/11/2011,47.97
15/11/2011,44.84
16/11/2011,46.53
17/11/2011,32
18/11/2011,40.48
19/11/2011,61.34
20/11/2011,69.97
21/11/2011,404.4
22/11/2011,33.66
23/11/2011,44.39
24/11/2011,30.55
25/11/2011,59.52
26/11/2011,138.77
27/11/2011,37.84
28/11/2011,56.65
29/11/2011,70.6
30/11/2011,46.02
1/12/2011,37.27
2/12/2011,20.2
3/12/2011,93.15
4/12/2011,42.75
5/12/2011,21.56
6/12/2011,75.3
7/12/2011,71.66
8/12/2011,71.24
9/12/2011,27.22
10/12/2011,84.44
11/12/2011,53.26
12/12/2011,22.19
13/12/2011,25.62
14/12/2011,39.41
15/12/2011,32.21
16/12/2011,41.16
17/12/2011,42.87
18/12/2011,18.09
19/12/2011,57.21
20/12/2011,35.11
21/12/2011,13.56
22/12/2011,34.32
23/12/2011,38.93
24/12/2011,173.07
25/12/2011,67.91
26/12/2011,98.34
27/12/2011,21.37
28/12/2011,29.81
29/12/2011,51.12
30/12/2011,100.79
31/12/2011,223.59
1/1/2012,64.08
2/1/2012,107.92
3/1/2012,72.18
4/1/2012,13.75
5/1/2012,76.78
6/1/2012,27.62
7/1/2012,126.96
8/1/2012,27.81
9/1/2012,11.49
10/1/2012,59.61
11/1/2012,38.43
12/1/2012,15.71
13/1/2012,33.82
14/1/2012,31.02
15/1/2012,53.15
16/1/2012,34.87
17/1/2012,18.38
18/1/2012,13.2
19/1/2012,21.15
20/1/2012,26.56
21/1/2012,92.4
22/1/2012,36
23/1/2012,87.65
24/1/2012,109.3
25/1/2012,26.02
26/1/2012,15.86
27/1/2012,20.62
28/1/2012,72.97
29/1/2012,60.74
30/1/2012,11.74
31/1/2012,43.37
1/2/2012,12.93
2/2/2012,15.41
3/2/2012,20.48
4/2/2012,20.32
5/2/2012,26.51
6/2/2012,11.88
7/2/2012,85.07
8/2/2012,13.02
9/2/2012,20.12
10/2/2012,27.57
11/2/2012,42.04
12/2/2012,17.91
13/2/2012,22.98
14/2/2012,16.93
15/2/2012,6.66
16/2/2012,5.35
17/2/2012,13.71
18/2/2012,30.3
19/2/2012,42.56
20/2/2012,58.15
21/2/2012,34.94
22/2/2012,12.77
23/2/2012,10.54
24/2/2012,26.76
25/2/2012,61.72
26/2/2012,43.34
27/2/2012,45.99
28/2/2012,75.58
29/2/2012,84.35
1/3/2012,10.43
2/3/2012,6.69
3/3/2012,60.28
4/3/2012,8.78
5/3/2012,32.81
6/3/2012,33.54
7/3/2012,13.23
8/3/2012,81.81
9/3/2012,20.74
10/3/2012,42.57
11/3/2012,26.57
12/3/2012,22.8
13/3/2012,8.61
14/3/2012,6.66
15/3/2012,16.45
16/3/2012,49
17/3/2012,22.16
18/3/2012,17.95
19/3/2012,23.1
20/3/2012,16.67
21/3/2012,6.74
22/3/2012,10.76
23/3/2012,14
24/3/2012,21.63
25/3/2012,152.44
26/3/2012,11.52
27/3/2012,17.15
28/3/2012,6.63
29/3/2012,10.84
30/3/2012,20.68
31/3/2012,43.17
1/4/2012,9.02
2/4/2012,11.68
3/4/2012,76.99
4/4/2012,6.68
5/4/2012,5.44
6/4/2012,64.66
7/4/2012,35.08
8/4/2012,9.4
9/4/2012,24.05
10/4/2012,221.99
11/4/2012,19.66
12/4/2012,16.15
13/4/2012,6.97
14/4/2012,21.4
15/4/2012,17.68
16/4/2012,10.91
17/4/2012,23.95
18/4/2012,87.59
19/4/2012,71.88
20/4/2012,6.65
21/4/2012,73.91
22/4/2012,26.56
23/4/2012,289.11
24/4/2012,42.23
25/4/2012,6.38
26/4/2012,45.75
27/4/2012,27.06
28/4/2012,41.62
29/4/2012,8.86
30/4/2012,45.16
1/5/2012,49.79
2/5/2012,6.45
3/5/2012,21.89
4/5/2012,26.88
5/5/2012,31.2
6/5/2012,44.69
7/5/2012,22.19
8/5/2012,24.91
9/5/2012,32.12
10/5/2012,25.56
11/5/2012,13.78
12/5/2012,41.81
13/5/2012,44.47
14/5/2012,78.99
15/5/2012,98.34
16/5/2012,59
17/5/2012,40.89
18/5/2012,28.02
19/5/2012,93.83
20/5/2012,9.03
21/5/2012,11.51
22/5/2012,25.44
23/5/2012,33.3
24/5/2012,15.62
25/5/2012,13.99
26/5/2012,43.26
27/5/2012,9.24
28/5/2012,32.59
29/5/2012,40.36
30/5/2012,20.44
31/5/2012,128.82
1/6/2012,307.89
2/6/2012,260.76
3/6/2012,135.64
4/6/2012,81.54
5/6/2012,8.85
6/6/2012,20.47
7/6/2012,37.72
8/6/2012,7.14
9/6/2012,66.71
10/6/2012,54.37
11/6/2012,82.13
12/6/2012,80.54
13/6/2012,48.46
14/6/2012,39.08
15/6/2012,44.02
16/6/2012,191.15
17/6/2012,37.54
18/6/2012,95.97
19/6/2012,35.99
20/6/2012,40.64
21/6/2012,127.4
22/6/2012,179.6
23/6/2012,33.19
24/6/2012,55.46
25/6/2012,285.88
26/6/2012,116
27/6/2012,14.07
28/6/2012,100.03
29/6/2012,64.88
30/6/2012,44.88
1/7/2012,37.83
2/7/2012,22.78
3/7/2012,77.28
4/7/2012,10.49
5/7/2012,129.22
6/7/2012,38.87
7/7/2012,47.85
8/7/2012,29.77
9/7/2012,34.96
10/7/2012,71.32
11/7/2012,34.84
12/7/2012,239.72
13/7/2012,86.8
14/7/2012,34.23
15/7/2012,96.04
16/7/2012,34.85
17/7/2012,26.12
18/7/2012,35.09
19/7/2012,38.75
20/7/2012,14.87
21/7/2012,83.85
22/7/2012,114.89
23/7/2012,121.73
24/7/2012,25.52
25/7/2012,48.62
26/7/2012,76.14
27/7/2012,14.62
28/7/2012,78.8
29/7/2012,67.11
30/7/2012,23.69
31/7/2012,8.98
1/8/2012,34.37
2/8/2012,34.21
3/8/2012,14.71
4/8/2012,102.93
5/8/2012,19.03
6/8/2012,33.31
7/8/2012,36.13
8/8/2012,27.63
9/8/2012,62.2
10/8/2012,7.33
11/8/2012,80.32
12/8/2012,9.54
13/8/2012,61.29
14/8/2012,64.5
15/8/2012,248.44
16/8/2012,5.81
17/8/2012,7.33
18/8/2012,47.1
19/8/2012,18.92
20/8/2012,48.45
21/8/2012,26.33
22/8/2012,6.85
23/8/2012,157.09
24/8/2012,21.65
25/8/2012,33.63
26/8/2012,18.84
27/8/2012,47.92
28/8/2012,8.93
29/8/2012,110.03
30/8/2012,39.27
31/8/2012,36.3
1/9/2012,20.96
2/9/2012,28.57
3/9/2012,144.63
4/9/2012,61.48
5/9/2012,109.59
6/9/2012,16.7
7/9/2012,21.09
8/9/2012,72.59
9/9/2012,46.04
10/9/2012,82.28
11/9/2012,102.02
12/9/2012,176.89
13/9/2012,180.93
14/9/2012,21.2
15/9/2012,100.51
16/9/2012,54.97
17/9/2012,59.05
18/9/2012,80.43
19/9/2012,53.81
20/9/2012,10.94
21/9/2012,14.01
22/9/2012,51.57
23/9/2012,82.98
24/9/2012,23.72
25/9/2012,52.28
26/9/2012,20.78
27/9/2012,22.04
28/9/2012,28.41
29/9/2012,72.2
30/9/2012,18.38
1/10/2012,128.63
2/10/2012,284.15
3/10/2012,40.66
4/10/2012,113.73
5/10/2012,7.01
6/10/2012,90.06
7/10/2012,18.12
8/10/2012,24.54
9/10/2012,60.34
10/10/2012,13.56
11/10/2012,5.38
12/10/2012,6.83
13/10/2012,31.23
14/10/2012,8.93
15/10/2012,47.24
16/10/2012,61.2
17/10/2012,46.38
18/10/2012,37.41
19/10/2012,19.7
20/10/2012,50.96
21/10/2012,17.56
22/10/2012,70.02
23/10/2012,43.85
24/10/2012,13.54
25/10/2012,21.83
26/10/2012,7
27/10/2012,51.94
28/10/2012,60.07
29/10/2012,178.68
30/10/2012,45.95
31/10/2012,21.05
1/11/2012,10.88
2/11/2012,34.91
3/11/2012,89.75
4/11/2012,81.16
5/11/2012,307.3
6/11/2012,295.77
7/11/2012,139.71
8/11/2012,22.21
9/11/2012,21.26
10/11/2012,62.21
11/11/2012,36.64
12/11/2012,48.27
13/11/2012,98.17
14/11/2012,81.04
15/11/2012,74.05
16/11/2012,6.91
17/11/2012,86.47
18/11/2012,34.71
19/11/2012,59.38
20/11/2012,8.87
21/11/2012,6.77
22/11/2012,15.96
23/11/2012,35.82
24/11/2012,122.21
25/11/2012,401.59
26/11/2012,153.98
27/11/2012,36.58
28/11/2012,77.08
29/11/2012,158.3
30/11/2012,22.01
1/12/2012,43.93
2/12/2012,28.02
3/12/2012,60.22
4/12/2012,9.13
5/12/2012,20.52
6/12/2012,11.34
7/12/2012,7.17
8/12/2012,56.7
9/12/2012,65.76
10/12/2012,12.12
11/12/2012,55.35
12/12/2012,34.73
13/12/2012,5.85
14/12/2012,22.47
15/12/2012,151.65
16/12/2012,28.58
17/12/2012,11.88
18/12/2012,9.44
19/12/2012,27.9
20/12/2012,73.43
21/12/2012,15.48
22/12/2012,86.75
23/12/2012,63.64
24/12/2012,72.18
25/12/2012,226.67
26/12/2012,46.81
27/12/2012,71.81
28/12/2012,68.49
29/12/2012,323.98
30/12/2012,160.42
31/12/2012,205.1
1/1/2013,191.99
2/1/2013,151.38
3/1/2013,78.61
4/1/2013,15.12
5/1/2013,117.13
6/1/2013,108.72
7/1/2013,49.07
8/1/2013,63.43
9/1/2013,35.12
10/1/2013,11.55
11/1/2013,7.46
12/1/2013,78.3
13/1/2013,19
14/1/2013,24.14
15/1/2013,44.85
16/1/2013,55.68
17/1/2013,5.68
18/1/2013,14.79
19/1/2013,32.92
20/1/2013,28.58
21/1/2013,50.56
22/1/2013,47.11
23/1/2013,20.77
24/1/2013,22.73
25/1/2013,14.13
26/1/2013,44.47
27/1/2013,56.31
28/1/2013,49.26
29/1/2013,61.48
30/1/2013,206.48
31/1/2013,50.56
1/2/2013,42.6
2/2/2013,65.16
3/2/2013,94.03
4/2/2013,36.76
5/2/2013,35.49
6/2/2013,33.71
7/2/2013,44.75
8/2/2013,14.04
9/2/2013,10.93
10/2/2013,46.02
11/2/2013,58.62
12/2/2013,8.72
13/2/2013,54.78
14/2/2013,34.5
15/2/2013,14.68
16/2/2013,11.11
17/2/2013,36.65
18/2/2013,111.43
19/2/2013,27.24
20/2/2013,13.58
21/2/2013,38.23
22/2/2013,7.2
23/2/2013,10.76
24/2/2013,18.07
25/2/2013,35.08
26/2/2013,43.21
27/2/2013,33.48
28/2/2013,39.44
1/3/2013,14.06
2/3/2013,90.46
3/3/2013,38.07
4/3/2013,45.62
5/3/2013,59.15
6/3/2013,123.54
7/3/2013,60.4
8/3/2013,64.71
9/3/2013,274.11
10/3/2013,65.84
11/3/2013,71.17
12/3/2013,60.33
13/3/2013,95.48
14/3/2013,133.07
15/3/2013,65.61
16/3/2013,33.7
17/3/2013,47.56
18/3/2013,81.84
19/3/2013,52.74
20/3/2013,62.21
21/3/2013,196.6
22/3/2013,36.54
23/3/2013,11.5
24/3/2013,29.2
25/3/2013,108.19
26/3/2013,45.61
27/3/2013,56.34
28/3/2013,34.81
29/3/2013,30.73
30/3/2013,24.16
31/3/2013,29.59
1/4/2013,74.55
2/4/2013,36.17
3/4/2013,7.03
4/4/2013,34.69
5/4/2013,37.13
6/4/2013,22.74
7/4/2013,19.08
8/4/2013,60.05
9/4/2013,45.24
10/4/2013,48.74
11/4/2013,11.16
12/4/2013,14.96
13/4/2013,11.66
14/4/2013,19.41
15/4/2013,36.49
16/4/2013,8.93
17/4/2013,28.44
18/4/2013,22.41
19/4/2013,7.55
20/4/2013,11.56
21/4/2013,48.06
22/4/2013,12.13
23/4/2013,8.89
24/4/2013,6.91
25/4/2013,5.57
26/4/2013,7.33
27/4/2013,11.22
28/4/2013,48.96
29/4/2013,12.24
30/4/2013,8.92
1/5/2013,6.95
2/5/2013,11.39
3/5/2013,29.62
4/5/2013,34.13
5/5/2013,19.36
6/5/2013,24.11
7/5/2013,8.77
8/5/2013,6.88
9/5/2013,6.08
10/5/2013,7.42
11/5/2013,91.47
12/5/2013,48.87
13/5/2013,49.45
14/5/2013,17.89
15/5/2013,13.85
16/5/2013,6.17
17/5/2013,7.29
18/5/2013,122.95
19/5/2013,48.6
20/5/2013,12.51
21/5/2013,17.85
22/5/2013,77.74
23/5/2013,99.59
24/5/2013,15.34
25/5/2013,11.97
26/5/2013,9.9
27/5/2013,17.61
28/5/2013,10.62
29/5/2013,7.34
30/5/2013,12.73
31/5/2013,15.26
1/6/2013,11.95
2/6/2013,30.35
3/6/2013,37.56
4/6/2013,18.69
5/6/2013,28.8
6/6/2013,12.73
7/6/2013,22.71
8/6/2013,36.35
9/6/2013,29.99
10/6/2013,12.58
11/6/2013,28.73
12/6/2013,58.8
13/6/2013,24.17
14/6/2013,24.42
15/6/2013,37.25
16/6/2013,62.32
17/6/2013,77.72
18/6/2013,56.49
19/6/2013,15.05
20/6/2013,18.46
21/6/2013,62.95
22/6/2013,12.56
23/6/2013,41.33
24/6/2013,12.99
25/6/2013,28.66
26/6/2013,7.56
27/6/2013,12.71
28/6/2013,49.53
29/6/2013,165.79
30/6/2013,53.44
1/7/2013,25.74
2/7/2013,19.67
3/7/2013,7.56
4/7/2013,37.14
5/7/2013,19
6/7/2013,40.73
7/7/2013,86.88
8/7/2013,26.84
9/7/2013,9.84
10/7/2013,7.75
11/7/2013,6.39
12/7/2013,8.21
13/7/2013,13
14/7/2013,21.25
15/7/2013,13.22
16/7/2013,49.54
17/7/2013,38.53
18/7/2013,6.47
19/7/2013,24.68
20/7/2013,12.89
21/7/2013,21.35
22/7/2013,53.38
23/7/2013,29.64
24/7/2013,15.7
25/7/2013,6.54
26/7/2013,8.39
27/7/2013,12.83
28/7/2013,31.64
29/7/2013,13.43
30/7/2013,50.02
31/7/2013,47.02
1/8/2013,25.69
2/8/2013,16.72
3/8/2013,12.86
4/8/2013,21.1
5/8/2013,26.3
6/8/2013,9.95
7/8/2013,7.76
8/8/2013,6.43
9/8/2013,75.47
10/8/2013,193.22
11/8/2013,63.76
12/8/2013,66.2
13/8/2013,49.39
14/8/2013,46.74
15/8/2013,25.64
16/8/2013,8.37
17/8/2013,12.71
18/8/2013,63.61
19/8/2013,13.28
20/8/2013,29.29
21/8/2013,84.15
22/8/2013,12.67
23/8/2013,8.05
24/8/2013,24.27
25/8/2013,59.29
26/8/2013,112.71
27/8/2013,47.12
28/8/2013,51.17
29/8/2013,49.74
30/8/2013,46.32
31/8/2013,122.62
1/9/2013,40.69
2/9/2013,54.19
3/9/2013,10.5
4/9/2013,21.92
5/9/2013,6.14
6/9/2013,7.63
7/9/2013,64.34
8/9/2013,9.64
9/9/2013,12.11
10/9/2013,92.75
11/9/2013,7.41
12/9/2013,6.04
13/9/2013,7.49
14/9/2013,21.79
15/9/2013,19.91
16/9/2013,98.41
17/9/2013,83.87
18/9/2013,29.54
19/9/2013,42.25
20/9/2013,53.63
21/9/2013,108.15
22/9/2013,78.14
23/9/2013,37.77
24/9/2013,9.31
25/9/2013,86.28
26/9/2013,24.39
27/9/2013,45.2
28/9/2013,10.85
29/9/2013,9.81
30/9/2013,72.64
1/10/2013,36.59
2/10/2013,43.64
3/10/2013,49.1
4/10/2013,95.4
5/10/2013,117.46
6/10/2013,88.94
7/10/2013,24.61
8/10/2013,120.96
9/10/2013,85.06
10/10/2013,112.86
11/10/2013,66.66
12/10/2013,54.32
13/10/2013,128.05
14/10/2013,63.16
15/10/2013,471.18
16/10/2013,307.52
17/10/2013,379.64
18/10/2013,68.22
19/10/2013,44.33
20/10/2013,105.17
21/10/2013,28.66
22/10/2013,55.3
23/10/2013,93.58
24/10/2013,41.55
25/10/2013,45.09
26/10/2013,33.06
27/10/2013,38.21
28/10/2013,48.46
29/10/2013,84.81
30/10/2013,7.11
31/10/2013,29.64
1/11/2013,7.45
2/11/2013,21.41
3/11/2013,28.91
4/11/2013,11.99
5/11/2013,27.73
6/11/2013,71.53
7/11/2013,6.16
8/11/2013,7.43
9/11/2013,43.85
10/11/2013,38.98
11/11/2013,38.24
12/11/2013,10.12
13/11/2013,14.67
14/11/2013,18.36
15/11/2013,62.31
16/11/2013,33.63
17/11/2013,29.51
18/11/2013,24.53
19/11/2013,9.48
20/11/2013,51.34
21/11/2013,31.21
22/11/2013,15.33
23/11/2013,11.72
24/11/2013,128.71
25/11/2013,137.88
26/11/2013,57.52
27/11/2013,43.55
28/11/2013,16.94
29/11/2013,38.45
30/11/2013,12.93
1/12/2013,31.3
2/12/2013,50.46
3/12/2013,9.68
4/12/2013,14.75
5/12/2013,19.39
6/12/2013,7.83
7/12/2013,12.04
8/12/2013,30.24
9/12/2013,25.4
10/12/2013,38.3
11/12/2013,22.25
12/12/2013,18.98
13/12/2013,132.81
14/12/2013,36.13
15/12/2013,20.31
16/12/2013,66.2
17/12/2013,38.51
18/12/2013,60.36
19/12/2013,199.77
20/12/2013,40.21
21/12/2013,24.17
22/12/2013,41.62
23/12/2013,13.16
24/12/2013,11.12
25/12/2013,29.18
26/12/2013,17.41
27/12/2013,37.37
28/12/2013,13.2
29/12/2013,43.95
30/12/2013,53.27
31/12/2013,85.34
1/1/2014,164.06
2/1/2014,32.8
3/1/2014,52.4
4/1/2014,12.78
5/1/2014,137.37
6/1/2014,66.26
7/1/2014,19.72
8/1/2014,83.06
9/1/2014,6.33
10/1/2014,7.76
11/1/2014,11.08
12/1/2014,60.27
13/1/2014,23.87
14/1/2014,8.81
15/1/2014,7.11
16/1/2014,12.5
17/1/2014,15.19
18/1/2014,21.44
19/1/2014,19.12
20/1/2014,12.41
21/1/2014,9.44
22/1/2014,167.6
23/1/2014,85.32
24/1/2014,7.61
25/1/2014,43.54
26/1/2014,28.66
27/1/2014,34.9
28/1/2014,87.24
29/1/2014,43.25
30/1/2014,11.91
31/1/2014,28.96
1/2/2014,10.62
2/2/2014,46.39
3/2/2014,101.47
4/2/2014,17.13
5/2/2014,67.52
6/2/2014,57.62
7/2/2014,7.22
8/2/2014,10.71
9/2/2014,28.93
10/2/2014,23.15
11/2/2014,84.44
12/2/2014,41.26
13/2/2014,24.97
14/2/2014,13.39
15/2/2014,10.28
16/2/2014,9.08
17/2/2014,11.97
18/2/2014,9.28
19/2/2014,28.9
20/2/2014,12.36
21/2/2014,7.61
22/2/2014,22.85
23/2/2014,19.67
24/2/2014,49.14
25/2/2014,9.09
26/2/2014,7.24
27/2/2014,6.14
28/2/2014,7.48
1/3/2014,22.09
2/3/2014,9.31
3/3/2014,36.08
4/3/2014,54.86
5/3/2014,93.71
6/3/2014,90.05
7/3/2014,88.85
8/3/2014,54.68
9/3/2014,56.17
10/3/2014,24.23
11/3/2014,17.47
12/3/2014,21.13
13/3/2014,17.89
14/3/2014,7.46
15/3/2014,55.38
16/3/2014,9.33
17/3/2014,11.87
18/3/2014,8.89
19/3/2014,14.24
20/3/2014,36.26
21/3/2014,38.89
22/3/2014,72.96
23/3/2014,18.65
24/3/2014,12.12
25/3/2014,9.01
26/3/2014,7.17
27/3/2014,6.05
28/3/2014,52.86
29/3/2014,11.19
30/3/2014,9.33
31/3/2014,23.53
1/4/2014,79.94
2/4/2014,7.01
3/4/2014,6.1
4/4/2014,7.42
5/4/2014,11.03
6/4/2014,9.26
7/4/2014,28.66
8/4/2014,28.66
9/4/2014,6.98
10/4/2014,5.83
11/4/2014,7.25
12/4/2014,10.89
13/4/2014,28.6
14/4/2014,11.68
15/4/2014,8.75
16/4/2014,7.18
17/4/2014,17.88
18/4/2014,7.53
19/4/2014,11.21
20/4/2014,18.95
21/4/2014,12.38
22/4/2014,8.9
23/4/2014,6.96
24/4/2014,5.84
25/4/2014,7.35
26/4/2014,11.05
27/4/2014,9.29
28/4/2014,23.58
29/4/2014,35.13
30/4/2014,14.01
1/5/2014,5.91
2/5/2014,71.99
3/5/2014,10.91
4/5/2014,18.97
5/5/2014,11.99
6/5/2014,77.14
7/5/2014,6.92
8/5/2014,5.98
9/5/2014,14.49
10/5/2014,10.7
11/5/2014,8.85
12/5/2014,11.94
13/5/2014,8.87
14/5/2014,7.11
15/5/2014,12.14
16/5/2014,8.72
17/5/2014,107.44
18/5/2014,27.71
19/5/2014,11.74
20/5/2014,8.67
21/5/2014,6.98
22/5/2014,11.71
23/5/2014,14.98
24/5/2014,11.29
25/5/2014,9.52
26/5/2014,17.19
27/5/2014,10.08
28/5/2014,21.91
29/5/2014,12.28
30/5/2014,45.38
31/5/2014,23.26
1/6/2014,9.79
2/6/2014,12.17
3/6/2014,8.83
4/6/2014,7.13
5/6/2014,6.19
6/6/2014,22.93
7/6/2014,11.61
8/6/2014,9.57
9/6/2014,12.47
10/6/2014,9.13
11/6/2014,7.28
12/6/2014,6.15
13/6/2014,15.46
14/6/2014,11.58
15/6/2014,9.75
16/6/2014,12.16
17/6/2014,9.04
18/6/2014,14.72
19/6/2014,68.83
20/6/2014,15.59
21/6/2014,46.33
22/6/2014,39.7
23/6/2014,12.55
24/6/2014,18.66
25/6/2014,7.72
26/6/2014,6.68
27/6/2014,8.24
28/6/2014,12.08
29/6/2014,21.36
30/6/2014,13.15
1/7/2014,10.28
2/7/2014,8.43
3/7/2014,34.65
4/7/2014,11.47
5/7/2014,14.88
6/7/2014,79.07
7/7/2014,13.43
8/7/2014,9.58
9/7/2014,7.79
10/7/2014,6.68
11/7/2014,41.16
12/7/2014,13.13
13/7/2014,21.43
14/7/2014,37.73
15/7/2014,9.74
16/7/2014,15.69
17/7/2014,6.37
18/7/2014,32.77
19/7/2014,115.38
20/7/2014,10.5
21/7/2014,12.58
22/7/2014,9.32
23/7/2014,7.68
24/7/2014,6.42
25/7/2014,8.21
26/7/2014,74.69
27/7/2014,51.76
28/7/2014,12.99
29/7/2014,19.49
30/7/2014,7.88
31/7/2014,32.83
1/8/2014,16.36
2/8/2014,88.61
3/8/2014,62.77
4/8/2014,25.63
5/8/2014,9.58
6/8/2014,7.75
7/8/2014,7.28
8/8/2014,14.68
9/8/2014,13.06
10/8/2014,10.54
11/8/2014,13.07
12/8/2014,9.61
13/8/2014,7.88
14/8/2014,6.35
15/8/2014,8.07
16/8/2014,24.94
17/8/2014,10.37
18/8/2014,12.82
19/8/2014,9.54
20/8/2014,7.78
21/8/2014,6.4
22/8/2014,7.8
23/8/2014,109.03
24/8/2014,29.27
25/8/2014,26.1
26/8/2014,9.46
27/8/2014,7.53
28/8/2014,6.47
29/8/2014,62.76
30/8/2014,11.78
31/8/2014,10.34
1/9/2014,17.75
2/9/2014,10.42
3/9/2014,7.7
4/9/2014,6.47
5/9/2014,7.79
6/9/2014,11.23
7/9/2014,29.71
8/9/2014,12.31
9/9/2014,9.02
10/9/2014,7.25
11/9/2014,12.54
12/9/2014,7.64
13/9/2014,10.97
14/9/2014,9.76
15/9/2014,12.35
16/9/2014,9.04
17/9/2014,28.42
18/9/2014,6.25
19/9/2014,15.03
20/9/2014,98.08
21/9/2014,19.25
22/9/2014,12.05
23/9/2014,79.78
24/9/2014,60.04
25/9/2014,6.23
26/9/2014,7.56
27/9/2014,10.71
28/9/2014,9.85
29/9/2014,12.1
30/9/2014,44.64
1/10/2014,21.84
2/10/2014,19.45
3/10/2014,7.53
4/10/2014,10.98
5/10/2014,9.62
6/10/2014,11.88
7/10/2014,54.57
8/10/2014,7.23
9/10/2014,25.72
10/10/2014,113.77
11/10/2014,32.98
12/10/2014,29.31
13/10/2014,24.56
14/10/2014,9.09
15/10/2014,14.47
16/10/2014,45.37
17/10/2014,83.92
18/10/2014,21.84
19/10/2014,9.69
20/10/2014,11.96
21/10/2014,26.71
22/10/2014,28.07
23/10/2014,6.6
24/10/2014,15.19
25/10/2014,21.61
26/10/2014,27.06
27/10/2014,33.76
28/10/2014,9
29/10/2014,21.58
30/10/2014,24.41
31/10/2014,7.5
1/11/2014,10.87
2/11/2014,9.64
3/11/2014,24.16
4/11/2014,9.03
5/11/2014,7.01
6/11/2014,6.2
7/11/2014,7.84
8/11/2014,11.49
9/11/2014,19.7
10/11/2014,11.99
11/11/2014,19.17
12/11/2014,7.68
13/11/2014,12.34
14/11/2014,15.58
15/11/2014,11.45
16/11/2014,29.8
17/11/2014,11.98
18/11/2014,9.24
19/11/2014,7.49
20/11/2014,6.34
21/11/2014,8
22/11/2014,11.58
23/11/2014,9.92
24/11/2014,36.39
25/11/2014,18.63
26/11/2014,7.82
27/11/2014,17.74
28/11/2014,9.85
29/11/2014,13.1
30/11/2014,10.73
1/12/2014,12.07
2/12/2014,9.35
3/12/2014,7.59
4/12/2014,12.95
5/12/2014,15.79
6/12/2014,11.85
7/12/2014,20.12
8/12/2014,24.09
9/12/2014,8.98
10/12/2014,14.79
11/12/2014,6.44
12/12/2014,31.89
13/12/2014,11.86
14/12/2014,51.64
15/12/2014,12.13
16/12/2014,9.14
17/12/2014,45.86
