ind_prod_goods,bill_rates,equity_mkt_vol,unemployment,equity_mkt_uncertainty,equity_policy_uncertainty,ETF_DBA,SMA_50,SMA_200,EMA_10,EMA_30,EMA_200,MACD,MACD_SIGNAL,RSI_10,RSI_30,RSI_200,STOCH_10_k,STOCH_10_d,STOCH_30_k,STOCH_30_d,STOCH_200_k,STOCH_200_d,ROC_10,ROC_30,^VIX,^OVX,^VXN,EPU,ADX.AX,returns,LAG_1,LAG_2,LAG_3,LAG_4,LAG_5
108.86542903225806,3.18,0.47000,4.996774193548387,97.01,83.14,30.408634185791016,,,30.408634185791016,30.408634185791016,30.408634185791016,0.0,0.0,,,,,,,,,,,,23.170000076293945,37.22999954223633,27.139999389648438,,2.961031913757324,,,,,,
108.86025806451612,3.16,0.36000,4.993548387096774,12.12,189.34,31.127235412597656,,,30.803864860534667,30.77991148630778,30.769731302261352,0.057324314389131104,0.01146486287782622,100.0,100.0,100.0,,,,,,,,,22.489999771118164,36.470001220703125,26.59000015258789,,2.911681890487671,0.023356585335189386,,,,,
108.85508709677418,3.12,0.00000,4.990322580645161,45.17,103.24,31.454702377319336,,,31.065497217780333,31.019998138015335,31.000342017200545,0.12770597880982137,0.034713086064225254,100.0,100.0,100.0,,,,,,,,,23.940000534057617,34.5,28.6200008392334,,3.355837106704712,0.01046531843025398,0.023356585335189386,,,,
108.8395741935484,3.19,0.00000,4.980645161290322,64.25,81.57,31.036273956298828,,,31.055869455148677,31.024482719059392,31.009460193639054,0.14801406431374176,0.05737328171412856,67.69430554942787,70.24980237384756,71.25568855145976,,,,,,,,,23.790000915527344,35.18000030517578,29.389999389648438,,3.355837106704712,-0.01339184307928343,0.01046531843025398,0.023356585335189386,,,
108.83440322580644,3.17,0.50000,4.97741935483871,17.0,142.48,31.381929397583008,,,31.149472396604356,31.10581049256741,31.085451323047245,0.18981184098690917,0.08386099356868468,75.08282730285052,76.28020451567045,76.79373196121043,,,,,,,,,25.43000030517578,34.61000061035156,30.770000457763672,,3.010382890701294,0.01107558231810854,-0.01339184307928343,0.01046531843025398,0.023356585335189386,,
108.82923225806452,3.14,0.37000,4.974193548387097,74.77,123.42,31.25458335876465,,,31.176773344201163,31.134915560301117,31.114349386784436,0.21023763054319744,0.10913632096358723,68.65518974079252,70.80985092727155,71.68018196216322,,,,,,,,,24.1200008392334,33.93000030517578,28.18000030517578,,3.010382890701294,-0.004066197451792707,0.01107558231810854,-0.01339184307928343,0.01046531843025398,0.023356585335189386,
108.82406129032258,3.16,0.30000,4.970967741935484,77.44,110.12,31.381929397583008,,,31.22620771174932,31.177638212691765,31.153731381831243,0.2340035299526626,0.13410976276140232,71.37771864448277,72.82581736156702,73.45654260843243,,,,,,,,,23.450000762939453,33.47999954223633,27.780000686645508,,3.010382890701294,0.004066197451792706,-0.004066197451792707,0.01107558231810854,-0.01339184307928343,0.01046531843025398,0.023356585335189386
108.81889032258064,3.02,0.00000,4.967741935483871,76.18,232.13,33.15568923950195,,,31.665174058010518,31.486285223391242,31.412821816503463,0.39145334132451737,0.18557847847402537,87.7903293964825,86.37974021863586,85.86659759702769,,,,,,,,,23.68000030517578,32.119998931884766,28.81999969482422,,3.010382890701294,0.054982092647721276,0.004066197451792706,-0.004066197451792707,0.01107558231810854,-0.01339184307928343,0.01046531843025398
108.80337741935485,3.11,0.00000,4.958064516129032,51.75,118.27,33.10110855102539,,,31.97758315421539,31.71712890107551,31.607999817349096,0.505996433873289,0.2496620695538781,86.10226244164605,85.02970028199472,84.64275069147695,,,,,,,,,22.899999618530273,32.72999954223633,28.079999923706055,,3.010382890701294,-0.0016475502180280982,0.054982092647721276,0.004066197451792706,-0.004066197451792707,0.01107558231810854,-0.01339184307928343
108.7982064516129,3.09,0.00000,4.95483870967742,186.88,110.01,33.27394104003906,,,32.24989112016708,31.923493164628766,31.782190112421574,0.6037590390237213,0.3204814634478468,86.98290739316576,85.75880640315555,85.30911847151539,100.0,,,,,,,,23.34000015258789,33.599998474121094,27.479999542236328,,2.862330913543701,0.005207766493335032,-0.0016475502180280982,0.054982092647721276,0.004066197451792706,-0.004066197451792707,0.01107558231810854
