DATE,IPCONGD
2008-10-15,102.25354516129032
2008-10-16,102.22584838709678
2008-10-17,102.19815161290323
2008-10-18,102.17045483870969
2008-10-19,102.14275806451613
2008-10-20,102.11506129032259
2008-10-21,102.08736451612904
2008-10-22,102.05966774193548
2008-10-23,102.03197096774194
2008-10-24,102.0042741935484
2008-10-25,101.97657741935484
2008-10-26,101.9488806451613
2008-10-27,101.92118387096775
2008-10-28,101.8934870967742
2008-10-29,101.86579032258065
2008-10-30,101.8380935483871
2008-10-31,101.81039677419355
2008-11-01,101.7827
2008-11-02,101.71279666666668
2008-11-03,101.64289333333333
2008-11-04,101.57299
2008-11-05,101.50308666666668
2008-11-06,101.43318333333333
2008-11-07,101.36328
2008-11-08,101.29337666666667
2008-11-09,101.22347333333333
2008-11-10,101.15357
2008-11-11,101.08366666666667
2008-11-12,101.01376333333333
2008-11-13,100.94386
2008-11-14,100.87395666666667
2008-11-15,100.80405333333333
2008-11-16,100.73415
2008-11-17,100.66424666666667
2008-11-18,100.59434333333333
2008-11-19,100.52444
2008-11-20,100.45453666666667
2008-11-21,100.38463333333333
2008-11-22,100.31473
2008-11-23,100.24482666666667
2008-11-24,100.17492333333333
2008-11-25,100.10502
2008-11-26,100.03511666666667
2008-11-27,99.96521333333332
2008-11-28,99.89531
2008-11-29,99.82540666666667
2008-11-30,99.75550333333332
2008-12-01,99.6856
2008-12-02,99.60992258064516
2008-12-03,99.53424516129031
2008-12-04,99.45856774193548
2008-12-05,99.38289032258064
2008-12-06,99.3072129032258
2008-12-07,99.23153548387096
2008-12-08,99.15585806451612
2008-12-09,99.08018064516129
2008-12-10,99.00450322580645
2008-12-11,98.92882580645161
2008-12-12,98.85314838709677
2008-12-13,98.77747096774193
2008-12-14,98.7017935483871
2008-12-15,98.62611612903225
2008-12-16,98.55043870967742
2008-12-17,98.47476129032258
2008-12-18,98.39908387096774
2008-12-19,98.3234064516129
2008-12-20,98.24772903225806
2008-12-21,98.17205161290323
2008-12-22,98.09637419354839
2008-12-23,98.02069677419355
2008-12-24,97.9450193548387
2008-12-25,97.86934193548387
2008-12-26,97.79366451612904
2008-12-27,97.7179870967742
2008-12-28,97.64230967741936
2008-12-29,97.56663225806452
2008-12-30,97.49095483870968
2008-12-31,97.41527741935484
2009-01-01,97.3396
2009-01-02,97.34215806451613
2009-01-03,97.34471612903226
2009-01-04,97.34727419354839
2009-01-05,97.34983225806452
2009-01-06,97.35239032258065
2009-01-07,97.35494838709678
2009-01-08,97.3575064516129
2009-01-09,97.36006451612903
2009-01-10,97.36262258064517
2009-01-11,97.36518064516129
2009-01-12,97.36773870967743
2009-01-13,97.37029677419355
2009-01-14,97.37285483870967
2009-01-15,97.37541290322581
2009-01-16,97.37797096774193
2009-01-17,97.38052903225807
2009-01-18,97.38308709677419
2009-01-19,97.38564516129033
2009-01-20,97.38820322580645
2009-01-21,97.39076129032257
2009-01-22,97.39331935483871
2009-01-23,97.39587741935483
2009-01-24,97.39843548387097
2009-01-25,97.40099354838709
2009-01-26,97.40355161290321
2009-01-27,97.40610967741935
2009-01-28,97.40866774193547
2009-01-29,97.41122580645161
2009-01-30,97.41378387096773
2009-01-31,97.41634193548387
2009-02-01,97.4189
2009-02-02,97.39936428571428
2009-02-03,97.37982857142856
2009-02-04,97.36029285714285
2009-02-05,97.34075714285714
2009-02-06,97.32122142857142
2009-02-07,97.30168571428571
2009-02-08,97.28215
2009-02-09,97.26261428571428
2009-02-10,97.24307857142857
2009-02-11,97.22354285714285
2009-02-12,97.20400714285714
2009-02-13,97.18447142857143
2009-02-14,97.1649357142857
2009-02-15,97.1454
2009-02-16,97.12586428571429
2009-02-17,97.10632857142856
2009-02-18,97.08679285714285
2009-02-19,97.06725714285714
2009-02-20,97.04772142857142
2009-02-21,97.02818571428571
2009-02-22,97.00864999999999
2009-02-23,96.98911428571428
2009-02-24,96.96957857142857
2009-02-25,96.95004285714285
2009-02-26,96.93050714285714
2009-02-27,96.91097142857143
2009-02-28,96.8914357142857
2009-03-01,96.8719
2009-03-02,96.86209032258064
2009-03-03,96.85228064516129
2009-03-04,96.84247096774193
2009-03-05,96.83266129032258
2009-03-06,96.82285161290322
2009-03-07,96.81304193548387
2009-03-08,96.80323225806451
2009-03-09,96.79342258064516
2009-03-10,96.7836129032258
2009-03-11,96.77380322580645
2009-03-12,96.76399354838709
2009-03-13,96.75418387096774
2009-03-14,96.74437419354838
2009-03-15,96.73456451612903
2009-03-16,96.72475483870967
2009-03-17,96.71494516129033
2009-03-18,96.70513548387098
2009-03-19,96.69532580645162
2009-03-20,96.68551612903227
2009-03-21,96.67570645161291
2009-03-22,96.66589677419356
2009-03-23,96.6560870967742
2009-03-24,96.64627741935485
2009-03-25,96.63646774193549
2009-03-26,96.62665806451614
2009-03-27,96.61684838709678
2009-03-28,96.60703870967743
2009-03-29,96.59722903225807
2009-03-30,96.58741935483872
2009-03-31,96.57760967741936
2009-04-01,96.5678
2009-04-02,96.52631000000001
2009-04-03,96.48482
2009-04-04,96.44333
2009-04-05,96.40184
2009-04-06,96.36035000000001
2009-04-07,96.31886
2009-04-08,96.27737
2009-04-09,96.23588000000001
2009-04-10,96.19439
2009-04-11,96.1529
2009-04-12,96.11141
2009-04-13,96.06992
2009-04-14,96.02843
2009-04-15,95.98694
2009-04-16,95.94545
2009-04-17,95.90396
2009-04-18,95.86247
2009-04-19,95.82098
2009-04-20,95.77949
2009-04-21,95.738
2009-04-22,95.69651
2009-04-23,95.65502
2009-04-24,95.61353
2009-04-25,95.57204
2009-04-26,95.53055
2009-04-27,95.48906
2009-04-28,95.44757
2009-04-29,95.40608
2009-04-30,95.36458999999999
2009-05-01,95.3231
2009-05-02,95.3099064516129
2009-05-03,95.29671290322581
2009-05-04,95.2835193548387
2009-05-05,95.27032580645161
2009-05-06,95.25713225806452
2009-05-07,95.24393870967742
2009-05-08,95.23074516129032
2009-05-09,95.21755161290322
2009-05-10,95.20435806451613
2009-05-11,95.19116451612904
2009-05-12,95.17797096774194
2009-05-13,95.16477741935483
2009-05-14,95.15158387096774
2009-05-15,95.13839032258065
2009-05-16,95.12519677419355
2009-05-17,95.11200322580645
2009-05-18,95.09880967741935
2009-05-19,95.08561612903226
2009-05-20,95.07242258064517
2009-05-21,95.05922903225806
2009-05-22,95.04603548387097
2009-05-23,95.03284193548387
2009-05-24,95.01964838709678
2009-05-25,95.00645483870969
2009-05-26,94.99326129032258
2009-05-27,94.98006774193549
2009-05-28,94.96687419354839
2009-05-29,94.9536806451613
2009-05-30,94.94048709677419
2009-05-31,94.9272935483871
2009-06-01,94.9141
2009-06-02,94.95598666666667
2009-06-03,94.99787333333333
2009-06-04,95.03976
2009-06-05,95.08164666666667
2009-06-06,95.12353333333334
2009-06-07,95.16542
2009-06-08,95.20730666666667
2009-06-09,95.24919333333334
2009-06-10,95.29108000000001
2009-06-11,95.33296666666666
2009-06-12,95.37485333333333
2009-06-13,95.41674
2009-06-14,95.45862666666667
2009-06-15,95.50051333333333
2009-06-16,95.5424
2009-06-17,95.58428666666667
2009-06-18,95.62617333333333
2009-06-19,95.66806
2009-06-20,95.70994666666667
2009-06-21,95.75183333333334
2009-06-22,95.79372
2009-06-23,95.83560666666666
2009-06-24,95.87749333333333
2009-06-25,95.91938
2009-06-26,95.96126666666666
2009-06-27,96.00315333333333
2009-06-28,96.04504
2009-06-29,96.08692666666667
2009-06-30,96.12881333333333
2009-07-01,96.1707
2009-07-02,96.19924516129032
2009-07-03,96.22779032258065
2009-07-04,96.25633548387097
2009-07-05,96.28488064516128
2009-07-06,96.3134258064516
2009-07-07,96.34197096774193
2009-07-08,96.37051612903225
2009-07-09,96.39906129032258
2009-07-10,96.4276064516129
2009-07-11,96.45615161290323
2009-07-12,96.48469677419355
2009-07-13,96.51324193548386
2009-07-14,96.54178709677419
2009-07-15,96.57033225806451
2009-07-16,96.59887741935484
2009-07-17,96.62742258064516
2009-07-18,96.65596774193548
2009-07-19,96.68451290322581
2009-07-20,96.71305806451613
2009-07-21,96.74160322580644
2009-07-22,96.77014838709677
2009-07-23,96.79869354838709
2009-07-24,96.82723870967742
2009-07-25,96.85578387096774
2009-07-26,96.88432903225807
2009-07-27,96.91287419354839
2009-07-28,96.94141935483871
2009-07-29,96.96996451612902
2009-07-30,96.99850967741935
2009-07-31,97.02705483870967
2009-08-01,97.0556
2009-08-02,97.08273225806451
2009-08-03,97.10986451612904
2009-08-04,97.13699677419355
2009-08-05,97.16412903225806
2009-08-06,97.19126129032257
2009-08-07,97.2183935483871
2009-08-08,97.24552580645161
2009-08-09,97.27265806451612
2009-08-10,97.29979032258065
2009-08-11,97.32692258064516
2009-08-12,97.35405483870967
2009-08-13,97.38118709677418
2009-08-14,97.40831935483871
2009-08-15,97.43545161290322
2009-08-16,97.46258387096773
2009-08-17,97.48971612903226
2009-08-18,97.51684838709677
2009-08-19,97.54398064516128
2009-08-20,97.57111290322581
2009-08-21,97.59824516129032
2009-08-22,97.62537741935483
2009-08-23,97.65250967741935
2009-08-24,97.67964193548387
2009-08-25,97.70677419354838
2009-08-26,97.7339064516129
2009-08-27,97.76103870967742
2009-08-28,97.78817096774193
2009-08-29,97.81530322580645
2009-08-30,97.84243548387096
2009-08-31,97.86956774193548
2009-09-01,97.8967
2009-09-02,97.90446333333333
2009-09-03,97.91222666666667
2009-09-04,97.91999
2009-09-05,97.92775333333333
2009-09-06,97.93551666666666
2009-09-07,97.94328
2009-09-08,97.95104333333333
2009-09-09,97.95880666666666
2009-09-10,97.96656999999999
2009-09-11,97.97433333333333
2009-09-12,97.98209666666666
2009-09-13,97.98986
2009-09-14,97.99762333333332
2009-09-15,98.00538666666667
2009-09-16,98.01315
2009-09-17,98.02091333333333
2009-09-18,98.02867666666667
2009-09-19,98.03644
2009-09-20,98.04420333333333
2009-09-21,98.05196666666666
2009-09-22,98.05973
2009-09-23,98.06749333333333
2009-09-24,98.07525666666666
2009-09-25,98.08301999999999
2009-09-26,98.09078333333333
2009-09-27,98.09854666666666
2009-09-28,98.10631
2009-09-29,98.11407333333332
2009-09-30,98.12183666666667
2009-10-01,98.1296
2009-10-02,98.11031612903226
2009-10-03,98.09103225806452
2009-10-04,98.07174838709678
2009-10-05,98.05246451612904
2009-10-06,98.0331806451613
2009-10-07,98.01389677419354
2009-10-08,97.9946129032258
2009-10-09,97.97532903225806
2009-10-10,97.95604516129032
2009-10-11,97.93676129032258
2009-10-12,97.91747741935484
2009-10-13,97.8981935483871
2009-10-14,97.87890967741936
2009-10-15,97.85962580645162
2009-10-16,97.84034193548388
2009-10-17,97.82105806451612
2009-10-18,97.80177419354838
2009-10-19,97.78249032258064
2009-10-20,97.7632064516129
2009-10-21,97.74392258064516
2009-10-22,97.72463870967742
2009-10-23,97.70535483870968
2009-10-24,97.68607096774194
2009-10-25,97.6667870967742
2009-10-26,97.64750322580646
2009-10-27,97.6282193548387
2009-10-28,97.60893548387097
2009-10-29,97.58965161290322
2009-10-30,97.57036774193548
2009-10-31,97.55108387096774
2009-11-01,97.5318
2009-11-02,97.52783333333333
2009-11-03,97.52386666666668
2009-11-04,97.5199
2009-11-05,97.51593333333334
2009-11-06,97.51196666666667
2009-11-07,97.50800000000001
2009-11-08,97.50403333333334
2009-11-09,97.50006666666667
2009-11-10,97.4961
2009-11-11,97.49213333333334
2009-11-12,97.48816666666667
2009-11-13,97.4842
2009-11-14,97.48023333333333
2009-11-15,97.47626666666667
2009-11-16,97.4723
2009-11-17,97.46833333333333
2009-11-18,97.46436666666668
2009-11-19,97.4604
2009-11-20,97.45643333333334
2009-11-21,97.45246666666667
2009-11-22,97.44850000000001
2009-11-23,97.44453333333334
2009-11-24,97.44056666666667
2009-11-25,97.4366
2009-11-26,97.43263333333334
2009-11-27,97.42866666666667
2009-11-28,97.4247
2009-11-29,97.42073333333333
2009-11-30,97.41676666666667
2009-12-01,97.4128
2009-12-02,97.4337
2009-12-03,97.4546
2009-12-04,97.4755
2009-12-05,97.49640000000001
2009-12-06,97.5173
2009-12-07,97.5382
2009-12-08,97.5591
2009-12-09,97.58
2009-12-10,97.6009
2009-12-11,97.62180000000001
2009-12-12,97.6427
2009-12-13,97.6636
2009-12-14,97.6845
2009-12-15,97.7054
2009-12-16,97.7263
2009-12-17,97.7472
2009-12-18,97.7681
2009-12-19,97.789
2009-12-20,97.8099
2009-12-21,97.8308
2009-12-22,97.8517
2009-12-23,97.8726
2009-12-24,97.8935
2009-12-25,97.9144
2009-12-26,97.9353
2009-12-27,97.9562
2009-12-28,97.9771
2009-12-29,97.998
2009-12-30,98.0189
2009-12-31,98.0398
2010-01-01,98.0607
2010-01-02,98.03426774193548
2010-01-03,98.00783548387096
2010-01-04,97.98140322580645
2010-01-05,97.95497096774193
2010-01-06,97.92853870967741
2010-01-07,97.9021064516129
2010-01-08,97.87567419354838
2010-01-09,97.84924193548387
2010-01-10,97.82280967741936
2010-01-11,97.79637741935484
2010-01-12,97.76994516129032
2010-01-13,97.7435129032258
2010-01-14,97.71708064516129
2010-01-15,97.69064838709677
2010-01-16,97.66421612903225
2010-01-17,97.63778387096774
2010-01-18,97.61135161290322
2010-01-19,97.5849193548387
2010-01-20,97.55848709677419
2010-01-21,97.53205483870967
2010-01-22,97.50562258064515
2010-01-23,97.47919032258064
2010-01-24,97.45275806451612
2010-01-25,97.42632580645162
2010-01-26,97.3998935483871
2010-01-27,97.37346129032258
2010-01-28,97.34702903225806
2010-01-29,97.32059677419355
2010-01-30,97.29416451612903
2010-01-31,97.26773225806451
2010-02-01,97.2413
2010-02-02,97.25373571428571
2010-02-03,97.26617142857143
2010-02-04,97.27860714285714
2010-02-05,97.29104285714286
2010-02-06,97.30347857142857
2010-02-07,97.31591428571429
2010-02-08,97.32835
2010-02-09,97.34078571428572
2010-02-10,97.35322142857143
2010-02-11,97.36565714285715
2010-02-12,97.37809285714286
2010-02-13,97.39052857142858
2010-02-14,97.40296428571429
2010-02-15,97.4154
2010-02-16,97.4278357142857
2010-02-17,97.44027142857142
2010-02-18,97.45270714285714
2010-02-19,97.46514285714285
2010-02-20,97.47757857142857
2010-02-21,97.49001428571428
2010-02-22,97.50245
2010-02-23,97.51488571428571
2010-02-24,97.52732142857143
2010-02-25,97.53975714285714
2010-02-26,97.55219285714286
2010-02-27,97.56462857142857
2010-02-28,97.57706428571429
2010-03-01,97.5895
2010-03-02,97.56347419354839
2010-03-03,97.53744838709677
2010-03-04,97.51142258064516
2010-03-05,97.48539677419355
2010-03-06,97.45937096774193
2010-03-07,97.43334516129032
2010-03-08,97.4073193548387
2010-03-09,97.3812935483871
2010-03-10,97.35526774193549
2010-03-11,97.32924193548388
2010-03-12,97.30321612903226
2010-03-13,97.27719032258065
2010-03-14,97.25116451612904
2010-03-15,97.22513870967742
2010-03-16,97.19911290322581
2010-03-17,97.1730870967742
2010-03-18,97.14706129032258
2010-03-19,97.12103548387097
2010-03-20,97.09500967741936
2010-03-21,97.06898387096774
2010-03-22,97.04295806451613
2010-03-23,97.01693225806451
2010-03-24,96.9909064516129
2010-03-25,96.9648806451613
2010-03-26,96.93885483870969
2010-03-27,96.91282903225807
2010-03-28,96.88680322580646
2010-03-29,96.86077741935485
2010-03-30,96.83475161290323
2010-03-31,96.80872580645162
2010-04-01,96.7827
2010-04-02,96.84351333333333
2010-04-03,96.90432666666668
2010-04-04,96.96514
2010-04-05,97.02595333333333
2010-04-06,97.08676666666668
2010-04-07,97.14758
2010-04-08,97.20839333333333
2010-04-09,97.26920666666668
2010-04-10,97.33002
2010-04-11,97.39083333333333
2010-04-12,97.45164666666668
2010-04-13,97.51246
2010-04-14,97.57327333333333
2010-04-15,97.63408666666668
2010-04-16,97.6949
2010-04-17,97.75571333333333
2010-04-18,97.81652666666668
2010-04-19,97.87734
2010-04-20,97.93815333333333
2010-04-21,97.99896666666667
2010-04-22,98.05978
2010-04-23,98.12059333333333
2010-04-24,98.18140666666667
2010-04-25,98.24222
2010-04-26,98.30303333333333
2010-04-27,98.36384666666667
2010-04-28,98.42466
2010-04-29,98.48547333333333
2010-04-30,98.54628666666667
2010-05-01,98.6071
2010-05-02,98.59964838709678
2010-05-03,98.59219677419355
2010-05-04,98.58474516129033
2010-05-05,98.5772935483871
2010-05-06,98.56984193548388
2010-05-07,98.56239032258064
2010-05-08,98.55493870967742
2010-05-09,98.54748709677419
2010-05-10,98.54003548387097
2010-05-11,98.53258387096774
2010-05-12,98.52513225806452
2010-05-13,98.51768064516129
2010-05-14,98.51022903225807
2010-05-15,98.50277741935484
2010-05-16,98.49532580645162
2010-05-17,98.48787419354838
2010-05-18,98.48042258064515
2010-05-19,98.47297096774193
2010-05-20,98.4655193548387
2010-05-21,98.45806774193548
2010-05-22,98.45061612903226
2010-05-23,98.44316451612903
2010-05-24,98.4357129032258
2010-05-25,98.42826129032258
2010-05-26,98.42080967741936
2010-05-27,98.41335806451612
2010-05-28,98.40590645161289
2010-05-29,98.39845483870967
2010-05-30,98.39100322580644
2010-05-31,98.38355161290322
2010-06-01,98.3761
2010-06-02,98.39715666666666
2010-06-03,98.41821333333333
2010-06-04,98.43927
2010-06-05,98.46032666666666
2010-06-06,98.48138333333333
2010-06-07,98.50243999999999
2010-06-08,98.52349666666666
2010-06-09,98.54455333333333
2010-06-10,98.56560999999999
2010-06-11,98.58666666666666
2010-06-12,98.60772333333333
2010-06-13,98.62877999999999
2010-06-14,98.64983666666666
2010-06-15,98.67089333333332
2010-06-16,98.69194999999999
2010-06-17,98.71300666666667
2010-06-18,98.73406333333334
2010-06-19,98.75512
2010-06-20,98.77617666666667
2010-06-21,98.79723333333334
2010-06-22,98.81829
2010-06-23,98.83934666666667
2010-06-24,98.86040333333334
2010-06-25,98.88146
2010-06-26,98.90251666666667
2010-06-27,98.92357333333334
2010-06-28,98.94463
2010-06-29,98.96568666666667
2010-06-30,98.98674333333334
2010-07-01,99.0078
2010-07-02,99.00057419354839
2010-07-03,98.99334838709677
2010-07-04,98.98612258064516
2010-07-05,98.97889677419356
2010-07-06,98.97167096774194
2010-07-07,98.96444516129033
2010-07-08,98.95721935483871
2010-07-09,98.9499935483871
2010-07-10,98.94276774193548
2010-07-11,98.93554193548387
2010-07-12,98.92831612903225
2010-07-13,98.92109032258065
2010-07-14,98.91386451612904
2010-07-15,98.90663870967742
2010-07-16,98.89941290322581
2010-07-17,98.8921870967742
2010-07-18,98.88496129032258
2010-07-19,98.87773548387096
2010-07-20,98.87050967741935
2010-07-21,98.86328387096775
2010-07-22,98.85605806451613
2010-07-23,98.84883225806452
2010-07-24,98.8416064516129
2010-07-25,98.83438064516129
2010-07-26,98.82715483870967
2010-07-27,98.81992903225806
2010-07-28,98.81270322580644
2010-07-29,98.80547741935484
2010-07-30,98.79825161290323
2010-07-31,98.79102580645161
2010-08-01,98.7838
2010-08-02,98.7726129032258
2010-08-03,98.76142580645161
2010-08-04,98.75023870967742
2010-08-05,98.73905161290322
2010-08-06,98.72786451612903
2010-08-07,98.71667741935484
2010-08-08,98.70549032258064
2010-08-09,98.69430322580645
2010-08-10,98.68311612903226
2010-08-11,98.67192903225806
2010-08-12,98.66074193548387
2010-08-13,98.64955483870968
2010-08-14,98.63836774193548
2010-08-15,98.62718064516129
2010-08-16,98.6159935483871
2010-08-17,98.6048064516129
2010-08-18,98.59361935483871
2010-08-19,98.58243225806451
2010-08-20,98.57124516129032
2010-08-21,98.56005806451613
2010-08-22,98.54887096774193
2010-08-23,98.53768387096774
2010-08-24,98.52649677419355
