ind_prod_goods,bill_rates,equity_mkt_vol,unemployment,equity_mkt_uncertainty,equity_policy_uncertainty,ETF_GLD,SMA_50,SMA_200,EMA_10,EMA_30,EMA_200,MACD,MACD_SIGNAL,RSI_10,RSI_30,RSI_200,STOCH_10_k,STOCH_10_d,STOCH_30_k,STOCH_30_d,STOCH_200_k,STOCH_200_d,ROC_10,ROC_30,^VIX,^OVX,^VXN,EPU,ADX.AX,returns,LAG_1,LAG_2,LAG_3,LAG_4,LAG_5
108.86542903225806,3.18,0.47000,4.996774193548387,97.01,83.14,84.86000061035156,,,84.86000061035156,84.86000061035156,84.86000061035156,0.0,0.0,,,,,,,,,,,,23.170000076293945,37.22999954223633,27.139999389648438,,2.961031913757324,,,,,,
108.86025806451612,3.16,0.36000,4.993548387096774,12.12,189.34,85.56999969482422,,,85.25050010681151,85.22683347066244,85.21677515029906,0.05663810360465504,0.01132762072093101,100.0,100.0,100.0,,,,,,,,,22.489999771118164,36.470001220703125,26.59000015258789,,2.911681890487671,0.008331903896944106,,,,,
108.85508709677418,3.12,0.00000,4.990322580645161,45.17,103.24,85.12999725341797,,,85.20205876043072,85.19237971102827,85.18755944533083,0.06526732787099832,0.02211556215094447,59.22133625215571,60.935025149421,61.62049334689002,,,,,,,,,23.940000534057617,34.5,28.6200008392334,,3.355837106704712,-0.005155283230996526,0.008331903896944106,,,,
108.8395741935484,3.19,0.00000,4.980645161290322,64.25,81.57,84.7699966430664,,,85.05971354305153,85.07599778374698,85.08159769094871,0.04256633149469735,0.026205716019695048,43.20474538318032,45.793678889889755,46.83864400642823,,,,,,,,,23.790000915527344,35.18000030517578,29.389999389648438,,3.355837106704712,-0.004237800612756689,-0.005155283230996526,0.008331903896944106,,,
108.83440322580644,3.17,0.50000,4.97741935483871,17.0,142.48,86.77999877929688,,,85.55356064690965,85.46369926581394,85.42810530963254,0.18463761492772335,0.05789209580130071,78.79040522598902,77.74055407688556,77.34043587382972,,,,,,,,,25.43000030517578,34.61000061035156,30.770000457763672,,3.010382890701294,0.023434499283740494,-0.004237800612756689,-0.005155283230996526,0.008331903896944106,,
108.82923225806452,3.14,0.37000,4.974193548387097,74.77,123.42,86.55000305175781,,,85.81237115838144,85.67621748958311,85.61979384646726,0.27549565513649554,0.10141280766833968,72.97701088954875,72.67082175953641,72.55318740753091,,,,,,,,,24.1200008392334,33.93000030517578,28.18000030517578,,3.010382890701294,-0.0026538494212900304,0.023434499283740494,-0.004237800612756689,-0.005155283230996526,0.008331903896944106,
108.82406129032258,3.16,0.30000,4.970967741935484,77.44,110.12,88.25,,,86.39974178730597,86.12136994230255,86.00690335214883,0.4791534699161133,0.17696094011789443,83.17328718714211,81.76404061506435,81.19845150930516,,,,,,,,,23.450000762939453,33.47999954223633,27.780000686645508,,3.010382890701294,0.019451378931132805,-0.0026538494212900304,0.023434499283740494,-0.004237800612756689,-0.005155283230996526,0.008331903896944106
108.81889032258064,3.02,0.00000,4.967741935483871,76.18,232.13,88.58000183105469,,,86.89576145452631,86.50500482966817,86.33990996405115,0.6595789298997659,0.27348453807426876,84.43963684175795,82.90618629624092,82.28694289850665,,,,,,,,,23.68000030517578,32.119998931884766,28.81999969482422,,3.010382890701294,0.003732423352843317,0.019451378931132805,-0.0026538494212900304,0.023434499283740494,-0.004237800612756689,-0.005155283230996526
108.80337741935485,3.11,0.00000,4.958064516129032,51.75,118.27,89.54000091552734,,,87.47105542801822,86.93886632165166,86.7098633266298,0.8700024630654042,0.3927881230724959,87.4841996636866,85.6171072463285,84.85109614114346,,,,,,,,,22.899999618530273,32.72999954223633,28.079999923706055,,3.010382890701294,0.010779343871355922,0.003732423352843317,0.019451378931132805,-0.0026538494212900304,0.023434499283740494,-0.004237800612756689
108.7982064516129,3.09,0.00000,4.95483870967742,186.88,110.01,87.98999786376953,,,87.58006248592311,87.07819975897388,86.84371379489349,0.9013026804986453,0.4944910345577258,64.75447314778351,67.68748119431953,68.71072133991348,67.50520621739116,,,,,,,,23.34000015258789,33.599998474121094,27.479999542236328,,2.862330913543701,-0.017462315658241516,0.010779343871355922,0.003732423352843317,0.019451378931132805,-0.0026538494212900304,0.023434499283740494
