ind_prod_goods,bill_rates,equity_mkt_vol,unemployment,equity_mkt_uncertainty,equity_policy_uncertainty,ETF_USO,SMA_50,SMA_200,EMA_10,EMA_30,EMA_200,MACD,MACD_SIGNAL,RSI_10,RSI_30,RSI_200,STOCH_10_k,STOCH_10_d,STOCH_30_k,STOCH_30_d,STOCH_200_k,STOCH_200_d,ROC_10,ROC_30,^VIX,^OVX,^VXN,EPU,ADX.AX,returns,LAG_1,LAG_2,LAG_3,LAG_4,LAG_5
108.86542903225806,3.18,0.47000,4.996774193548387,97.01,83.14,627.760009765625,,,627.760009765625,627.760009765625,627.760009765625,0.0,0.0,,,,,,,,,,,,23.170000076293945,37.22999954223633,27.139999389648438,,2.961031913757324,,,,,,
108.86025806451612,3.16,0.36000,4.993548387096774,12.12,189.34,626.9600219726562,,,627.3200164794922,627.3466827392579,627.3580158996582,-0.06381669003735624,-0.012763338007471248,0.0,0.0,0.0,,,,,,,,,22.489999771118164,36.470001220703125,26.59000015258789,,2.911681890487671,-0.0012751655845677956,,,,,
108.85508709677418,3.12,0.00000,4.990322580645161,45.17,103.24,618.47998046875,,,623.7663807409547,624.1919619388292,624.3690282291878,-0.7895588128563986,-0.16812243297725674,0.0,0.0,0.0,,,,,,,,,23.940000534057617,34.5,28.6200008392334,,3.355837106704712,-0.013617954358171128,-0.0012751655845677956,,,,
108.8395741935484,3.19,0.00000,4.980645161290322,64.25,81.57,604.0,,,617.2542389671402,618.6283406095686,619.2001339825762,-2.5042605269557043,-0.6353500517729462,0.0,0.0,0.0,,,,,,,,,23.790000915527344,35.18000030517578,29.389999389648438,,3.355837106704712,-0.023690625497967178,-0.013617954358171128,-0.0012751655845677956,,,
108.83440322580644,3.17,0.50000,4.97741935483871,17.0,142.48,608.47998046875,,,614.7353879901998,616.319342975518,617.0130093443001,-3.4617718550026666,-1.2006344124188904,17.9457726816847,16.516636340324666,15.959426361263738,,,,,,,,,25.43000030517578,34.61000061035156,30.770000457763672,,3.010382890701294,0.007389814146708493,-0.023690625497967178,-0.013617954358171128,-0.0012751655845677956,,
108.82923225806452,3.14,0.37000,4.974193548387097,74.77,123.42,602.0,,,611.427567825684,613.517989087154,614.4478720001041,-4.689429920295765,-1.8983935139942654,13.928569883136333,13.24361409434151,12.954058562716767,,,,,,,,,24.1200008392334,33.93000030517578,28.18000030517578,,3.010382890701294,-0.01070656677270237,0.007389814146708493,-0.023690625497967178,-0.013617954358171128,-0.0012751655845677956,
108.82406129032258,3.16,0.30000,4.970967741935484,77.44,110.12,592.1599731445312,,,606.7848515054189,609.8239810877992,611.167574941612,-6.382788895303065,-2.795272590256025,10.11005051812316,10.099639288358503,10.062221958085331,,,,,,,,,23.450000762939453,33.47999954223633,27.780000686645508,,3.010382890701294,-0.016480622022686537,-0.01070656677270237,0.007389814146708493,-0.023690625497967178,-0.013617954358171128,-0.0012751655845677956
108.81889032258064,3.02,0.00000,4.967741935483871,76.18,232.13,584.719970703125,,,601.7649847862214,605.9068537453902,607.7447649898775,-8.230260778223851,-3.882270227849591,8.217446916944823,8.517991454046438,8.602855855741169,,,,,,,,,23.68000030517578,32.119998931884766,28.81999969482422,,3.010382890701294,-0.012643773218109172,-0.016480622022686537,-0.01070656677270237,0.007389814146708493,-0.023690625497967178,-0.013617954358171128
108.80337741935485,3.11,0.00000,4.958064516129032,51.75,118.27,594.0,,,600.075595826691,604.2047344725273,606.1557720196893,-8.84363087616623,-4.874542357512919,27.124423958705222,23.896319309440912,22.663577974904044,,,,,,,,,22.899999618530273,32.72999954223633,28.079999923706055,,3.010382890701294,0.015746269294619593,-0.012643773218109172,-0.016480622022686537,-0.01070656677270237,0.007389814146708493,-0.023690625497967178
108.7982064516129,3.09,0.00000,4.95483870967742,186.88,110.01,582.239990234375,,,596.3291169156809,601.2931832613069,603.6551453293032,-10.161529813109382,-5.9319398486322115,21.025816743412165,19.58118769481429,18.950522464524425,0.0,,,,,,,,23.34000015258789,33.599998474121094,27.479999542236328,,2.862330913543701,-0.01999660227130328,0.015746269294619593,-0.012643773218109172,-0.016480622022686537,-0.01070656677270237,0.007389814146708493
108.79303548387097,3.06,0.00000,4.951612903225807,6.32,173.22,574.7999877929688,,,591.9309849918291,598.0050811327227,600.8988322824321,-11.671775273981893,-7.079906933702148,18.156233743267236,17.511626928732255,17.162675752701816,0.0,,,,,,-8.436348468968092,,24.3799991607666,33.560001373291016,28.8700008392334,,2.763629913330078,-0.012860584123478378,-0.01999660227130328,0.015746269294619593,-0.012643773218109172,-0.016480622022686537,-0.01070656677270237
108.78786451612903,3.0,0.00000,4.948387096774193,25.14,99.6,568.239990234375,,,587.197567598622,594.5186728819361,598.0250941442561,-13.24530898419448,-8.312987343800614,16.014926630546626,15.971880967323727,15.83854212485484,0.0,0.0,,,,,-9.36583349501704,,28.459999084472656,32.119998931884766,31.15999984741211,,2.5168769359588623,-0.011478285464049127,-0.012860584123478378,-0.01999660227130328,0.015746269294619593,-0.012643773218109172,-0.016480622022686537
108.7826935483871,2.79,0.39000,4.945161290322581,186.46,98.93,572.3200073242188,,,584.2775599865166,592.0484935360109,595.9269774437371,-14.001719399738818,-9.450733754988256,22.34405222624568,20.471021343767006,19.710586507040162,10.139209940360265,3.379736646786755,,,,,-7.463454695743965,,27.18000030517578,31.459999084472656,30.229999542236328,,2.220773935317993,0.007154440804312262,-0.011478285464049127,-0.012860584123478378,-0.01999660227130328,0.015746269294619593,-0.012643773218109172
108.76200967741936,2.3,2.65000,4.932258064516129,442.72,244.35,564.4000244140625,,,580.431786506239,589.1093172791159,593.5257653148216,-15.06657839734612,-10.57390268345983,19.220021913096318,18.483653579478244,18.087146258971572,0.0,3.379736646786755,,,,,-6.556287348665146,,31.010000228881836,37.13999938964844,35.630001068115234,,1.5298659801483154,-0.013935025072802006,0.007154440804312262,-0.011478285464049127,-0.012860584123478378,-0.01999660227130328,0.015746269294619593
108.75683870967742,2.16,1.43000,4.929032258064517,195.28,360.3,556.0,,,575.7593449339021,585.7308091656638,590.8451537047972,-16.39925815331867,-11.738973777431598,16.501189989924654,16.70435807422234,16.62734759968997,0.0,3.379736646786755,,,,,-8.624766985484289,,29.020000457763672,32.959999084472656,34.02000045776367,,1.9740209579467773,-0.014994968984741956,-0.013935025072802006,0.007154440804312262,-0.011478285464049127,-0.012860584123478378,-0.01999660227130328
108.75166774193548,2.32,1.47000,4.925806451612903,70.15,194.68,567.4400024414062,,,574.1831748090166,583.9319006332966,589.2700742001797,-16.343901549101474,-12.659959331765574,31.223378649723315,26.651943911745178,24.921310381008894,30.105269582648027,10.035089860882676,,,,,-5.7408633818262,,27.780000686645508,32.959999084472656,32.220001220703125,,1.9740209579467773,0.020366726945741286,-0.014994968984741956,-0.013935025072802006,0.007154440804312262,-0.011478285464049127,-0.012860584123478378
108.74649677419356,2.25,0.39000,4.922580645161291,158.53,158.51,575.280029296875,,,574.3894075287587,583.1088333477891,588.3796581106299,-15.48886045420329,-13.225739556253119,39.36423146433831,32.37730133879087,29.73570317874531,50.73691920230263,26.947396261650216,,,,,-2.8505715707225376,,29.079999923706055,31.959999084472656,33.810001373291016,,2.0727219581604004,0.013721908524201716,0.020366726945741286,-0.014994968984741956,-0.013935025072802006,0.007154440804312262,-0.011478285464049127
108.73098387096776,2.29,0.61000,4.912903225806452,345.99,287.54,578.7999877929688,,,575.2135804531276,582.7111022829542,587.8010173044499,-14.361650822281945,-13.452921809458886,42.74503329552214,34.74313102846946,31.711619557462413,59.999967876233555,46.947385553728076,,,,,-1.0124475316000359,,27.780000686645508,33.18000030517578,32.560001373291016,,,0.006100043946562504,0.013721908524201716,0.020366726945741286,-0.014994968984741956,-0.013935025072802006,0.007154440804312262
108.72581290322582,2.23,0.00000,4.909677419354839,124.66,421.02,583.8400268554688,,,576.8174507467244,582.8124909232895,587.5732529447436,-12.91278943818645,-13.344895335204399,47.40999310515157,37.95823301638763,34.367603224238465,100.0,70.24562902617873,,,,,-1.7104331893150304,,27.31999969482422,32.04999923706055,32.849998474121094,,2.023371934890747,0.008670045019042248,0.006100043946562504,0.013721908524201716,0.020366726945741286,-0.014994968984741956,-0.013935025072802006
108.72064193548388,2.16,1.08000,4.9064516129032265,159.58,184.7,584.6400146484375,,,578.265911081057,582.9725716560971,587.412242561046,-11.566670644505052,-12.989250397064529,48.15498017175269,38.45611469609924,34.77230674647464,100.0,86.66665595874451,,,,,0.41220535420392057,,27.6200008392334,30.639999389648438,31.799999237060547,,1.8753199577331543,0.0013692795589940444,0.008670045019042248,0.006100043946562504,0.013721908524201716,0.020366726945741286,-0.014994968984741956
