date,ind_prod_goods,bill_rates,equity_mkt_vol,unemployment,equity_mkt_uncertainty,equity_policy_uncertainty,ETF_DBA,ETF_GLD,ETF_USO
2011-12-06,98.8878387096774,0.01,0.49000,8.467741935483872,75.3,101.98,26.60497093200684,168.17999267578125,312.0
2011-12-07,98.8845064516129,0.02,0.00000,8.461290322580645,71.66,168.73,26.261978149414062,169.39999389648438,310.4800109863281
2011-12-08,98.8811741935484,0.01,0.32000,8.45483870967742,71.24,89.75,26.252710342407227,165.97999572753906,302.239990234375
2011-12-09,98.87784193548389,0.01,0.40000,8.448387096774194,27.22,176.26,25.9653377532959,166.39999389648438,308.0
2011-12-12,98.86784516129032,0.01,0.65000,8.429032258064517,22.19,270.45,25.92825698852539,161.99000549316406,303.0400085449219
2011-12-13,98.8645129032258,0.01,0.50000,8.422580645161291,25.62,198.44,26.085847854614254,158.4499969482422,308.8800048828125
2011-12-14,98.86118064516128,0.01,0.00000,8.416129032258064,39.41,167.64,25.66869735717773,152.88999938964844,293.2799987792969
2011-12-15,98.85784838709677,0.0,0.31000,8.40967741935484,32.21,106.34,25.59453582763672,152.3300018310547,289.0400085449219
2011-12-16,98.85451612903223,0.0,0.40000,8.403225806451614,41.16,164.61,25.59453582763672,155.22999572753906,290.1600036621094
2011-12-19,98.84451935483872,0.01,0.00000,8.383870967741936,57.21,235.34,25.94679832458496,154.8699951171875,289.6000061035156
2011-12-20,98.8411870967742,0.01,0.51000,8.37741935483871,35.11,203.98,26.21562767028809,156.97999572753906,300.4800109863281
2011-12-21,98.83785483870967,0.01,0.40000,8.370967741935484,13.56,180.75,26.30832862854004,157.16000366210938,304.8800048828125
2011-12-22,98.83452258064516,0.01,0.34000,8.364516129032259,34.32,137.25,26.45664978027344,156.0399932861328,306.239990234375
2011-12-23,98.83119032258064,0.01,0.00000,8.358064516129033,38.93,204.63,26.512269973754883,156.30999755859375,307.9200134277344
2011-12-27,98.81786129032258,0.02,0.63000,8.332258064516129,21.37,219.79,26.79036903381348,154.91000366210938,312.4800109863281
2011-12-28,98.81452903225806,0.01,0.00000,8.325806451612904,29.81,133.43,26.744020462036133,151.02999877929688,306.7200012207031
2011-12-29,98.81119677419356,0.02,0.00000,8.319354838709678,51.12,170.36,26.66985893249512,150.33999633789062,307.2799987792969
2011-12-30,98.80786451612904,0.02,0.00000,8.312903225806453,100.79,140.77,26.77182960510254,151.99000549316406,304.8800048828125
2012-01-03,98.79493548387096,0.02,0.00000,8.3,72.18,200.32,26.994312286376957,155.9199981689453,317.5199890136719
2012-01-04,98.79180322580643,0.02,0.00000,8.3,13.75,159.76,26.901611328125,156.7100067138672,318.1600036621094
2012-01-05,98.78867096774194,0.02,0.00000,8.3,76.78,92.24,26.32686996459961,157.77999877929688,313.3599853515625
2012-01-06,98.7855387096774,0.02,0.00000,8.3,27.62,134.12,26.280519485473636,157.1999969482422,313.760009765625
2012-01-09,98.77614193548386,0.01,0.00000,8.3,11.49,126.95,26.697668075561523,156.5,312.6400146484375
2012-01-10,98.77300967741937,0.02,0.00000,8.3,59.61,84.34,27.09627914428711,158.63999938964844,314.7200012207031
2012-01-11,98.76987741935484,0.02,0.00000,8.3,38.43,168.32,27.114822387695312,159.6699981689453,311.3599853515625
2012-01-12,98.76674516129032,0.03,0.00000,8.3,15.71,111.69,26.706939697265625,160.3800048828125,304.4800109863281
2012-01-13,98.7636129032258,0.03,1.19000,8.3,33.82,162.32,26.53080940246582,159.25999450683594,305.2799987792969
2012-01-17,98.75108387096772,0.03,0.00000,8.3,18.38,147.06,26.5864315032959,160.5,310.32000732421875
2012-01-18,98.74795161290322,0.03,0.00000,8.3,13.2,103.11,26.54007911682129,161.60000610351562,310.6400146484375
2012-01-19,98.74481935483873,0.05,0.00000,8.3,21.15,185.3,26.744020462036133,161.22000122070312,309.5199890136719
2012-01-20,98.7416870967742,0.05,0.00000,8.3,26.56,118.88,26.67913055419922,162.07000732421875,302.239990234375
2012-01-23,98.73229032258064,0.04,0.00000,8.3,87.65,158.58,26.81818199157715,163.16000366210938,307.1199951171875
2012-01-24,98.72915806451611,0.04,0.00000,8.3,109.3,163.32,27.10555076599121,162.00999450683594,304.79998779296875
2012-01-25,98.7260258064516,0.04,1.91000,8.3,26.02,284.94,27.19824981689453,166.4199981689453,306.79998779296875
2012-01-26,98.72289354838708,0.05,0.00000,8.3,15.86,124.86,27.161170959472656,167.27000427246094,306.9599914550781
2012-01-27,98.71976129032258,0.06,0.00000,8.3,20.62,94.26,27.068470001220703,168.97000122070312,306.3999938964844
2012-01-30,98.71036451612903,0.05,0.00000,8.3,11.74,125.16,26.716209411621094,168.02999877929688,304.0799865722656
2012-01-31,98.70723225806452,0.06,0.00000,8.3,43.37,92.52,26.88306999206543,169.30999755859375,302.5599975585937
2012-02-01,98.7041,0.06,0.00000,8.3,12.93,123.13,26.95722961425781,169.55999755859375,299.0400085449219
2012-02-02,98.65003793103448,0.08,0.00000,8.296551724137931,15.41,103.72,26.929420471191406,171.0500030517578,297.0400085449219
2012-02-03,98.59597586206895,0.08,0.00000,8.293103448275863,20.48,145.63,27.059202194213867,167.63999938964844,300.7200012207031
2012-02-06,98.43378965517242,0.08,1.39000,8.282758620689656,11.88,153.87,27.114822387695312,167.17999267578125,298.6400146484375
2012-02-07,98.3797275862069,0.08,0.00000,8.279310344827586,85.07,103.69,27.031391143798828,169.6999969482422,303.6000061035156
2012-02-08,98.32566551724138,0.09,0.38000,8.275862068965518,13.02,106.66,27.012849807739254,168.5,304.32000732421875
2012-02-09,98.27160344827584,0.09,0.29000,8.272413793103448,20.12,93.89,26.799640655517575,168.02000427246094,306.6400146484375
2012-02-10,98.21754137931036,0.09,0.40000,8.26896551724138,27.57,168.02,26.52153778076172,167.13999938964844,304.1600036621094
2012-02-13,98.0553551724138,0.11,1.35000,8.258620689655173,22.98,91.89,26.697668075561523,167.50999450683594,309.5199890136719
2012-02-14,98.00129310344828,0.12,0.99000,8.255172413793103,16.93,122.49,26.64204978942871,167.1199951171875,310.7200012207031
2012-02-15,97.94723103448275,0.11,0.00000,8.251724137931035,6.66,65.95,26.66985893249512,168.11000061035156,313.44000244140625
2012-02-16,97.89316896551723,0.1,0.00000,8.248275862068965,5.35,128.4,26.81818199157715,168.0,314.239990234375
2012-02-17,97.83910689655173,0.09,0.00000,8.244827586206897,13.71,180.16,26.873802185058597,167.35000610351562,318.0
2012-02-21,97.62285862068966,0.08,0.00000,8.23103448275862,34.94,109.8,27.04993057250977,171.02000427246094,324.6400146484375
2012-02-22,97.56879655172416,0.09,0.37000,8.227586206896552,12.77,119.14,27.133363723754883,172.94000244140625,324.7200012207031
2012-02-23,97.51473448275864,0.09,0.00000,8.224137931034482,10.54,58.2,26.873802185058597,173.02000427246094,330.9599914550781
2012-02-24,97.4606724137931,0.1,0.00000,8.220689655172414,26.76,66.25,26.929420471191406,172.22999572753906,336.0799865722656
2012-02-27,97.29848620689656,0.12,0.67000,8.210344827586207,45.99,87.58,27.022119522094727,171.6999969482422,329.44000244140625
2012-02-28,97.24442413793103,0.1,0.00000,8.206896551724137,75.58,73.57,27.18898200988769,173.49000549316406,326.32000732421875
2012-02-29,97.19036206896553,0.08,0.38000,8.203448275862069,84.35,51.9,27.114822387695312,164.2899932861328,327.3599853515625
2012-03-01,97.1363,0.08,0.00000,8.2,10.43,91.38,27.33730125427246,166.61000061035156,334.0
2012-03-02,97.16093548387096,0.07,0.39000,8.2,6.69,66.24,27.207521438598636,166.33999633789062,326.1600036621094
2012-03-05,97.23484193548389,0.08,0.00000,8.2,32.81,74.99,27.022119522094727,165.64999389648438,327.760009765625
2012-03-06,97.25947741935484,0.08,0.00000,8.2,33.54,73.46,26.549346923828125,162.6999969482422,321.0400085449219
2012-03-07,97.28411290322582,0.08,0.39000,8.2,13.23,90.74,26.317596435546875,163.6300048828125,324.8800048828125
2012-03-08,97.30874838709678,0.08,0.00000,8.2,81.81,54.01,26.40102767944336,165.27999877929688,326.5599975585937
2012-03-09,97.33338387096777,0.09,0.41000,8.2,20.74,76.37,26.336137771606445,166.3800048828125,328.7200012207031
2012-03-12,97.40729032258064,0.09,0.00000,8.2,22.8,130.28,26.438108444213867,165.07000732421875,325.6000061035156
2012-03-13,97.43192580645162,0.08,1.01000,8.2,8.61,59.01,26.52153778076172,162.3000030517578,326.6400146484375
2012-03-14,97.45656129032258,0.09,0.78000,8.2,6.66,101.42,26.382488250732425,159.57000732421875,323.2799987792969
2012-03-15,97.48119677419356,0.08,0.00000,8.2,16.45,83.56,26.59569931030273,161.0800018310547,322.239990234375
2012-03-16,97.50583225806452,0.09,0.41000,8.2,49.0,106.65,26.54007911682129,161.3000030517578,328.239990234375
2012-03-19,97.57973870967744,0.1,0.00000,8.2,23.1,105.58,26.50300025939941,161.58999633789062,330.32000732421875
2012-03-20,97.6043741935484,0.1,0.00000,8.2,16.67,63.51,26.382488250732425,160.1300048828125,323.44000244140625
2012-03-21,97.62900967741936,0.09,0.39000,8.2,6.74,66.71,26.336137771606445,160.2100067138672,325.2799987792969
2012-03-22,97.65364516129031,0.08,0.00000,8.2,10.76,75.81,26.271249771118164,159.57000732421875,321.1199951171875
2012-03-23,97.6782806451613,0.08,0.00000,8.2,14.0,74.64,26.2897891998291,161.52999877929688,325.5199890136719
2012-03-26,97.7521870967742,0.09,0.00000,8.2,11.52,135.98,26.354679107666016,164.39999389648438,326.1600036621094
2012-03-27,97.77682258064516,0.09,0.00000,8.2,17.15,84.91,26.354679107666016,163.24000549316406,325.67999267578125
2012-03-28,97.80145806451614,0.09,0.00000,8.2,6.63,80.81,25.99315071105957,161.50999450683594,321.5199890136719
2012-03-29,97.8260935483871,0.07,0.32000,8.2,10.84,99.07,25.57599830627441,161.27999877929688,314.32000732421875
2012-03-30,97.85072903225807,0.07,0.00000,8.2,20.68,131.3,26.048768997192383,162.1199951171875,313.8399963378906
2012-04-02,97.91716,0.08,0.00000,8.2,11.68,71.2,26.20635986328125,162.94000244140625,320.239990234375
2012-04-03,97.93432,0.08,0.00000,8.2,76.99,117.31,26.039499282836918,159.88999938964844,317.2799987792969
2012-04-04,97.95148,0.08,0.78000,8.2,6.68,78.88,25.817018508911133,157.2100067138672,310.7200012207031
2012-04-05,97.96864,0.08,0.00000,8.2,5.44,58.01,25.909717559814453,158.30999755859375,314.0799865722656
2012-04-09,98.03728,0.09,0.70000,8.2,24.05,87.04,25.84482765197754,159.3699951171875,311.760009765625
2012-04-10,98.05444,0.09,0.00000,8.2,221.99,78.05,25.5018367767334,161.10000610351562,308.0799865722656
2012-04-11,98.0716,0.09,0.38000,8.2,19.66,167.23,25.67796897888184,161.07000732421875,312.0799865722656
2012-04-12,98.08876,0.09,0.63000,8.2,16.15,43.06,25.93752861022949,162.6999969482422,315.5199890136719
2012-04-13,98.10592,0.09,0.00000,8.2,6.97,63.72,25.511106491088867,160.85000610351562,313.20001220703125
2012-04-16,98.1574,0.08,0.00000,8.2,10.91,78.95,25.279356002807617,160.4600067138672,313.44000244140625
2012-04-17,98.17456,0.08,0.47000,8.2,23.95,82.11,25.427677154541016,160.25,317.1199951171875
2012-04-18,98.19172,0.07,1.10000,8.2,87.59,90.56,25.14957618713379,159.30999755859375,312.3999938964844
2012-04-19,98.20888,0.07,0.00000,8.2,71.88,89.96,25.27008819580078,159.42999267578125,311.67999267578125
2012-04-20,98.22604,0.08,0.78000,8.2,6.65,35.44,25.27008819580078,159.5399932861328,315.1199951171875
2012-04-23,98.27752,0.08,0.00000,8.2,289.11,61.67,25.22373580932617,159.07000732421875,312.239990234375
2012-04-24,98.29468,0.09,0.00000,8.2,42.23,199.47,25.28862762451172,159.3000030517578,313.3599853515625
2012-04-25,98.31184,0.09,0.37000,8.2,6.38,87.5,25.205198287963867,159.6199951171875,315.2799987792969
2012-04-26,98.329,0.09,0.30000,8.2,45.75,89.07,25.10322570800781,161.02999877929688,316.239990234375
2012-04-27,98.34616,0.09,0.79000,8.2,27.06,177.79,25.22373580932617,161.3800048828125,316.9599914550781
2012-04-30,98.39764,0.1,0.66000,8.2,45.16,111.81,25.297897338867188,161.8800048828125,317.44000244140625
2012-05-01,98.4148,0.09,0.00000,8.2,49.79,91.67,25.399864196777344,161.32000732421875,321.20001220703125
2012-05-02,98.40669032258064,0.08,0.38000,8.2,6.45,125.35,24.954906463623047,160.58999633789062,319.1199951171875
2012-05-03,98.39858064516127,0.09,0.00000,8.2,21.89,81.3,25.05687713623047,158.97000122070312,310.6400146484375
2012-05-04,98.39047096774192,0.07,0.00000,8.2,26.88,87.03,24.92709350585937,159.47000122070312,298.32000732421875
2012-05-07,98.36614193548388,0.1,0.65000,8.2,22.19,164.79,25.00125503540039,159.0800018310547,296.3999938964844
2012-05-08,98.35803225806453,0.09,0.00000,8.2,24.91,218.27,24.86220359802246,156.0,294.9599914550781
2012-05-09,98.34992258064516,0.09,0.38000,8.2,32.12,159.06,24.732423782348636,154.47000122070312,292.1600036621094
2012-05-10,98.3418129032258,0.1,0.30000,8.2,25.56,72.03,24.732423782348636,154.77000427246094,292.8800048828125
2012-05-11,98.33370322580645,0.1,0.00000,8.2,13.78,81.38,24.454322814941406,153.55999755859375,290.0799865722656
2012-05-14,98.30937419354838,0.1,0.00000,8.2,78.99,124.65,24.36162376403809,151.3300018310547,284.8800048828125
2012-05-15,98.30126451612902,0.09,0.48000,8.2,98.34,146.71,24.639724731445312,149.74000549316406,282.239990234375
2012-05-16,98.29315483870968,0.1,0.00000,8.2,59.0,117.36,24.90855598449707,149.4600067138672,280.3999938964844
2012-05-17,98.28504516129033,0.1,0.30000,8.2,40.89,93.44,25.01052665710449,152.8000030517578,280.32000732421875
2012-05-18,98.27693548387096,0.08,0.00000,8.2,28.02,130.74,25.168115615844727,154.5500030517578,275.44000244140625
2012-05-21,98.2526064516129,0.09,0.67000,8.2,11.51,206.0,25.112497329711918,154.64999389648438,281.20001220703125
2012-05-22,98.24449677419356,0.09,0.50000,8.2,25.44,129.21,24.686073303222656,152.0800018310547,275.8399963378906
2012-05-23,98.2363870967742,0.09,0.00000,8.2,33.3,93.86,24.31527328491211,151.6199951171875,272.7200012207031
2012-05-24,98.22827741935484,0.1,0.00000,8.2,15.62,99.17,24.333812713623047,151.41000366210938,274.0799865722656
2012-05-25,98.22016774193548,0.09,0.41000,8.2,13.99,106.54,24.4357852935791,152.67999267578125,273.760009765625
2012-05-29,98.18772903225806,0.09,0.59000,8.2,40.36,111.45,24.352352142333984,151.02000427246094,273.8399963378906
2012-05-30,98.1796193548387,0.07,0.00000,8.2,20.44,75.26,24.20403480529785,151.91000366210938,264.1600036621094
2012-05-31,98.17150967741937,0.07,0.00000,8.2,128.82,108.36,24.17622375488281,151.6199951171875,260.8800048828125
2012-06-01,98.1634,0.07,0.40000,8.2,307.89,169.4,23.916662216186523,157.5,251.44000244140625
2012-06-04,98.16558,0.08,0.00000,8.2,81.54,173.04,24.037172317504883,157.32000732421875,254.0800018310547
2012-06-05,98.16630666666666,0.08,0.00000,8.2,8.85,101.15,23.9537410736084,157.13999938964844,254.0800018310547
2012-06-06,98.16703333333334,0.09,0.40000,8.2,20.47,148.17,24.31527328491211,157.2100067138672,257.20001220703125
2012-06-07,98.16776,0.09,0.32000,8.2,37.72,151.88,24.639724731445312,154.5,253.75999450683597
2012-06-08,98.16848666666668,0.09,0.42000,8.2,7.14,127.91,24.630455017089844,154.72999572753906,254.3999938964844
2012-06-11,98.17066666666666,0.09,0.00000,8.2,82.13,160.88,24.426513671875,155.36000061035156,245.6000061035156
2012-06-12,98.17139333333331,0.1,0.00000,8.2,80.54,92.04,24.426513671875,156.4600067138672,251.3600006103516
2012-06-13,98.17212,0.1,1.22000,8.2,48.46,142.39,24.250383377075195,157.1199951171875,248.8000030517578
2012-06-14,98.17284666666666,0.11,0.33000,8.2,39.08,76.57,24.20403480529785,157.75,253.83999633789065
2012-06-15,98.17357333333332,0.09,0.00000,8.2,44.02,218.0,24.09279060363769,157.83999633789062,253.0399932861328
2012-06-18,98.17575333333332,0.1,0.00000,8.2,95.97,191.92,24.36162376403809,157.92999267578125,250.55999755859372
2012-06-19,98.17648,0.09,0.00000,8.2,35.99,133.65,24.92709350585937,157.16000366210938,253.44000244140625
2012-06-20,98.17720666666666,0.09,0.40000,8.2,40.64,162.54,24.834396362304688,155.97000122070312,243.9199981689453
2012-06-21,98.17793333333331,0.09,0.32000,8.2,127.4,162.47,24.584104537963867,152.02000427246094,235.67999267578125
2012-06-22,98.17866,0.09,1.68000,8.2,179.6,202.5,24.556293487548828,152.63999938964844,240.8000030517578
2012-06-25,98.18084,0.1,0.00000,8.2,285.88,167.88,25.02906608581543,153.75999450683594,238.3999938964844
2012-06-26,98.18156666666668,0.1,0.52000,8.2,116.0,91.77,25.390594482421875,152.6199951171875,238.47999572753903
2012-06-27,98.18229333333332,0.09,1.24000,8.2,14.07,190.31,25.68723487854004,152.8300018310547,241.6000061035156
2012-06-28,98.18302,0.09,0.33000,8.2,100.03,158.77,25.73358726501465,151.0500030517578,236.0
2012-06-29,98.18374666666666,0.09,0.00000,8.2,64.88,304.81,26.16000747680664,155.19000244140625,254.63999938964844
2012-07-02,98.16977419354838,0.1,0.00000,8.196774193548386,22.78,147.52,26.39175796508789,155.08999633789062,251.44000244140625
2012-07-03,98.15434838709676,0.09,0.00000,8.193548387096774,77.28,104.67,26.79036903381348,157.4600067138672,263.5199890136719
2012-07-05,98.12349677419354,0.08,0.38000,8.187096774193547,129.22,108.29,27.161170959472656,155.67999267578125,260.9599914550781
2012-07-06,98.10807096774192,0.08,0.00000,8.183870967741935,38.87,145.09,26.88306999206543,153.7100067138672,252.72000122070312
2012-07-09,98.06179354838709,0.09,0.00000,8.174193548387096,34.96,142.06,27.476348876953125,154.0399932861328,257.3599853515625
2012-07-10,98.04636774193548,0.09,0.00000,8.170967741935483,71.32,251.27,27.272411346435547,152.14999389648438,252.16000366210935
2012-07-11,98.03094193548388,0.1,0.41000,8.167741935483871,34.84,268.08,27.133363723754883,152.99000549316406,258.6400146484375
2012-07-12,98.01551612903224,0.1,0.00000,8.164516129032258,239.72,184.75,27.077741622924805,152.58999633789062,257.6000061035156
2012-07-13,98.00009032258065,0.1,0.42000,8.161290322580644,86.8,278.29,27.28168296813965,154.13999938964844,261.44000244140625
2012-07-16,97.9538129032258,0.1,0.00000,8.151612903225805,34.85,212.41,27.541242599487305,154.2100067138672,264.9599914550781
2012-07-17,97.9383870967742,0.1,0.00000,8.148387096774194,26.12,205.58,27.45781135559082,153.47000122070312,267.0400085449219
2012-07-18,97.92296129032258,0.09,0.00000,8.14516129032258,35.09,213.86,27.76372337341309,153.0500030517578,269.5199890136719
2012-07-19,97.90753548387096,0.09,0.00000,8.141935483870967,38.75,168.71,27.902772903442383,153.3800048828125,277.1199951171875
2012-07-20,97.89210967741936,0.09,0.44000,8.138709677419355,14.87,172.74,28.106712341308597,153.6699981689453,273.6000061035156
2012-07-23,97.8458322580645,0.1,0.00000,8.129032258064516,121.73,157.65,27.77299118041992,153.02999877929688,264.0
2012-07-24,97.8304064516129,0.1,0.00000,8.125806451612902,25.52,139.34,27.309490203857425,153.52000427246094,265.20001220703125
2012-07-25,97.81498064516128,0.1,0.41000,8.12258064516129,48.62,134.93,27.58759307861328,155.6699981689453,265.67999267578125
2012-07-26,97.79955483870968,0.11,2.87000,8.119354838709677,76.14,68.36,27.420732498168945,156.77000427246094,267.2799987792969
2012-07-27,97.78412903225806,0.11,0.00000,8.116129032258064,14.62,128.12,27.81007194519043,157.5399932861328,269.3599853515625
2012-07-30,97.7378516129032,0.11,0.00000,8.106451612903225,23.69,166.93,28.17160415649414,157.42999267578125,267.6000061035156
2012-07-31,97.7224258064516,0.11,0.53000,8.103225806451613,8.98,109.48,27.93058013916016,156.49000549316406,261.44000244140625
2012-08-01,97.707,0.1,0.40000,8.1,34.37,138.78,27.986202239990234,155.13999938964844,265.3599853515625
2012-08-02,97.69833548387096,0.09,0.00000,8.09032258064516,34.21,130.32,27.68956184387207,154.1300048828125,260.79998779296875
2012-08-03,97.68967096774192,0.09,0.43000,8.080645161290322,14.71,168.04,27.847152709960938,155.5500030517578,272.5599975585937
2012-08-06,97.66367741935484,0.1,0.00000,8.051612903225806,33.31,143.81,27.76372337341309,156.3000030517578,275.3599853515625
2012-08-07,97.6550129032258,0.11,0.53000,8.041935483870967,36.13,141.07,27.633941650390625,156.27999877929688,279.2799987792969
2012-08-08,97.64634838709677,0.11,0.40000,8.032258064516128,27.63,86.84,27.79153060913086,156.47999572753906,278.9599914550781
2012-08-09,97.63768387096772,0.11,0.99000,8.02258064516129,62.2,90.46,27.958393096923828,156.99000549316406,279.44000244140625
2012-08-10,97.6290193548387,0.1,0.00000,8.01290322580645,7.33,100.51,27.754453659057617,157.17999267578125,278.79998779296875
2012-08-13,97.6030258064516,0.11,0.00000,7.983870967741935,61.29,177.44,27.37438201904297,155.99000549316406,277.2799987792969
2012-08-14,97.59436129032258,0.11,0.00000,7.974193548387096,64.5,168.47,27.3651123046875,155.1300048828125,279.3599853515625
2012-08-15,97.58569677419356,0.09,0.00000,7.9645161290322575,248.44,135.19,27.541242599487305,155.6300048828125,281.5199890136719
2012-08-16,97.57703225806452,0.09,0.34000,7.954838709677419,5.81,148.34,27.439271926879883,156.55999755859375,284.4800109863281
2012-08-17,97.56836774193548,0.09,0.43000,7.945161290322581,7.33,114.42,27.58759307861328,156.72000122070312,287.6000061035156
2012-08-20,97.54237419354838,0.11,0.00000,7.916129032258064,48.45,110.74,27.884233474731445,157.25999450683594,286.6400146484375
2012-08-21,97.53370967741937,0.11,0.00000,7.906451612903226,26.33,110.31,28.05109214782715,158.8300018310547,287.8399963378906
2012-08-22,97.52504516129032,0.11,0.00000,7.896774193548387,6.85,104.4,27.874961853027344,160.5399932861328,289.760009765625
2012-08-23,97.51638064516128,0.11,0.00000,7.887096774193548,157.09,132.5,27.6710205078125,161.88999938964844,286.0799865722656
2012-08-24,97.50771612903226,0.1,2.54000,7.877419354838709,21.65,203.4,27.726642608642575,161.97000122070312,285.44000244140625
2012-08-27,97.48172258064515,0.11,0.00000,7.848387096774194,47.92,118.65,27.74518394470215,161.36000061035156,284.8800048828125
2012-08-28,97.47305806451612,0.1,0.52000,7.838709677419355,8.93,102.07,27.912044525146484,161.63999938964844,286.32000732421875
2012-08-29,97.4643935483871,0.12,0.00000,7.829032258064516,110.03,110.02,28.1437931060791,160.58999633789062,283.0400085449219
2012-08-30,97.45572903225806,0.1,0.00000,7.819354838709677,39.27,149.59,28.190141677856445,160.52000427246094,282.0799865722656
2012-08-31,97.44706451612905,0.09,0.00000,7.809677419354839,36.3,259.97,28.19941520690918,164.22000122070312,287.1199951171875
2012-09-04,97.43881,0.1,0.00000,7.8,61.48,117.1,28.1437931060791,164.47999572753906,284.0799865722656
2012-09-05,97.43894666666668,0.11,0.00000,7.8,109.59,140.89,27.986202239990234,164.30999755859375,284.5599975585937
2012-09-06,97.43908333333331,0.11,0.00000,7.8,16.7,135.68,28.00474166870117,164.88999938964844,281.8399963378906
2012-09-07,97.43922,0.11,0.00000,7.8,21.09,195.5,28.03255271911621,168.44000244140625,287.0400085449219
2012-09-10,97.43963,0.1,0.00000,7.8,82.28,125.36,28.078903198242188,167.2899932861328,286.79998779296875
2012-09-11,97.43976666666669,0.1,0.00000,7.8,102.02,68.01,27.986202239990234,167.89999389648438,288.8800048828125
2012-09-12,97.43990333333332,0.1,0.40000,7.8,176.89,121.8,28.20868492126465,167.9199981689453,288.32000732421875
2012-09-13,97.44004,0.1,0.00000,7.8,180.93,150.37,28.30138397216797,171.30999755859375,292.0799865722656
2012-09-14,97.44017666666666,0.11,0.00000,7.8,21.2,212.66,28.51459503173828,171.8000030517578,294.7200012207031
2012-09-17,97.44058666666666,0.11,0.00000,7.8,59.05,112.47,27.708105087280277,170.39999389648438,286.0
2012-09-18,97.44072333333334,0.1,0.52000,7.8,80.43,170.21,27.494892120361328,171.72000122070312,284.5599975585937
2012-09-19,97.44086,0.11,0.00000,7.8,53.81,174.22,27.74518394470215,171.74000549316406,272.9599914550781
2012-09-20,97.44099666666666,0.11,0.00000,7.8,10.94,133.41,27.39292335510254,171.47000122070312,276.0799865722656
2012-09-21,97.44113333333333,0.11,0.00000,7.8,14.01,152.08,27.60613441467285,171.9600067138672,275.9200134277344
2012-09-24,97.44154333333331,0.11,0.00000,7.8,23.72,203.28,27.35583877563477,171.0500030517578,272.7200012207031
2012-09-25,97.44168,0.11,0.51000,7.8,52.28,126.11,27.34657287597656,170.77000427246094,270.0
2012-09-26,97.44181666666668,0.11,0.00000,7.8,20.78,105.56,26.8923397064209,169.80999755859375,266.7200012207031
2012-09-27,97.44195333333332,0.09,0.65000,7.8,22.04,79.76,26.85525894165039,172.33999633789062,273.20001220703125
2012-09-28,97.44209,0.1,0.00000,7.8,28.41,159.61,27.263139724731445,171.88999938964844,272.9599914550781
2012-10-01,97.4425,0.09,0.00000,7.8,128.63,178.17,27.28168296813965,172.2899932861328,274.0
2012-10-02,97.45688387096774,0.09,0.00000,7.796774193548387,284.15,138.68,27.39292335510254,172.10000610351562,272.1600036621094
2012-10-03,97.47126774193548,0.09,1.19000,7.793548387096774,40.66,152.28,27.272411346435547,172.41000366210938,260.8800048828125
2012-10-04,97.48565161290324,0.1,0.00000,7.790322580645161,113.73,108.3,27.161170959472656,173.61000061035156,271.5199890136719
2012-10-05,97.50003548387096,0.11,0.82000,7.787096774193548,7.01,208.37,27.00357818603516,172.6199951171875,266.79998779296875
2012-10-09,97.55757096774194,0.1,0.51000,7.774193548387097,60.34,118.2,27.04993057250977,170.99000549316406,273.44000244140625
2012-10-10,97.57195483870969,0.1,0.79000,7.7709677419354835,13.56,129.14,26.92015266418457,170.83999633789062,270.7200012207031
2012-10-11,97.58633870967742,0.1,0.00000,7.767741935483871,5.38,127.14,27.04993057250977,171.32000732421875,274.32000732421875
2012-10-12,97.60072258064515,0.11,0.00000,7.764516129032258,6.83,114.5,26.799640655517575,170.05999755859375,272.0
2012-10-15,97.64387419354838,0.11,0.00000,7.754838709677419,47.24,197.95,26.549346923828125,168.35000610351562,272.0
2012-10-16,97.65825806451612,0.09,0.51000,7.751612903225807,61.2,199.82,26.762561798095703,169.4199981689453,273.0400085449219
2012-10-17,97.67264193548388,0.11,0.39000,7.748387096774193,46.38,196.86,26.92015266418457,169.5399932861328,272.79998779296875
2012-10-18,97.68702580645162,0.1,0.00000,7.745161290322581,37.41,205.58,27.077741622924805,168.7899932861328,272.5599975585937
2012-10-19,97.70140967741936,0.1,0.38000,7.741935483870968,19.7,170.07,27.133363723754883,166.97000122070312,266.7200012207031
2012-10-22,97.74456129032258,0.1,0.00000,7.732258064516129,70.02,155.59,27.179710388183597,167.5800018310547,263.20001220703125
2012-10-23,97.75894516129031,0.11,0.00000,7.729032258064515,43.85,113.57,26.98504066467285,165.42999267578125,255.75999450683597
2012-10-24,97.77332903225806,0.11,0.00000,7.725806451612903,13.54,118.63,26.929420471191406,164.86000061035156,253.0399932861328
2012-10-25,97.7877129032258,0.11,1.28000,7.72258064516129,21.83,128.87,26.827451705932617,166.02000427246094,254.2400054931641
2012-10-26,97.80209677419356,0.12,0.41000,7.719354838709678,7.0,210.63,26.706939697265625,165.92999267578125,254.32000732421875
2012-10-31,97.87401612903226,0.11,0.00000,7.703225806451613,21.05,141.64,26.81818199157715,166.8300018310547,254.2400054931641
2012-11-01,97.8884,0.09,0.00000,7.7,10.88,196.81,26.86452865600586,166.07000732421875,256.4800109863281
2012-11-02,97.88716333333332,0.09,0.41000,7.706666666666667,34.91,82.44,26.744020462036133,162.60000610351562,250.8000030517578
