date,ind_prod_goods,bill_rates,equity_mkt_vol,unemployment,equity_mkt_uncertainty,equity_policy_uncertainty,ETF_GLD
2015-10-23,100.72557419354838,0.01,0.00000,5.070967741935483,71.71,51.59,111.5
2015-10-26,100.69071612903224,0.02,0.00000,5.080645161290322,12.32,75.05,111.43000030517578
2015-10-27,100.67909677419354,0.03,0.00000,5.083870967741936,9.32,74.57,111.68000030517578
2015-10-28,100.66747741935484,0.04,0.00000,5.087096774193548,45.35,112.28,110.77999877929688
2015-10-29,100.65585806451612,0.07,0.00000,5.090322580645161,6.77,77.35,109.72000122070312
2015-10-30,100.6442387096774,0.08,0.45000,5.0935483870967735,23.27,38.41,109.3000030517578
2015-11-02,100.59938,0.08,0.00000,5.096666666666667,49.3,32.86,108.58999633789062
2015-11-03,100.57776,0.06,0.00000,5.093333333333333,18.19,72.75,106.9800033569336
2015-11-04,100.55614,0.05,0.44000,5.09,44.54,45.24,105.97000122070312
2015-11-05,100.53452,0.05,0.00000,5.086666666666666,6.68,33.09,105.63999938964844
2015-11-06,100.5129,0.08,0.00000,5.083333333333333,7.95,78.78,104.0999984741211
2015-11-09,100.44804,0.14,1.43000,5.073333333333333,12.24,60.61,104.4000015258789
2015-11-10,100.42642,0.13,0.00000,5.069999999999999,9.67,44.19,104.18000030517578
2015-11-12,100.38318,0.14,0.00000,5.0633333333333335,6.74,20.53,103.8499984741211
2015-11-13,100.36156,0.13,0.47000,5.06,8.03,33.65,103.55999755859376
2015-11-16,100.2967,0.15,1.48000,5.05,37.99,91.65,103.70999908447266
2015-11-17,100.27508,0.14,0.00000,5.046666666666667,18.52,63.48,102.33999633789062
2015-11-18,100.25346,0.12,0.46000,5.043333333333333,7.81,68.43,102.43000030517578
2015-11-19,100.23184,0.11,0.78000,5.04,6.69,43.31,103.55999755859376
2015-11-20,100.21022,0.11,1.41000,5.036666666666666,64.03,48.78,103.08999633789062
2015-11-23,100.14536,0.14,0.00000,5.026666666666666,12.18,13.92,102.26000213623048
2015-11-24,100.12374,0.16,0.00000,5.023333333333333,9.45,28.8,102.94000244140624
2015-11-25,100.10212,0.19,0.00000,5.02,7.66,20.42,102.45999908447266
2015-11-27,100.05888,0.17,0.00000,5.013333333333334,9.88,45.15,101.25
2015-11-30,99.99402,0.22,0.00000,5.003333333333333,12.52,61.99,101.91999816894533
2015-12-01,99.9724,0.21,0.57000,5.0,9.75,48.27,102.27999877929688
2015-12-02,100.01875483870968,0.21,0.46000,4.993548387096774,7.81,47.61,100.69000244140624
2015-12-03,100.06510967741934,0.21,0.00000,4.987096774193549,13.55,38.7,101.76000213623048
2015-12-04,100.11146451612905,0.22,0.00000,4.980645161290322,8.26,34.6,104.0199966430664
2015-12-07,100.25052903225806,0.29,0.00000,4.961290322580645,12.14,50.85,102.66999816894533
2015-12-08,100.29688387096772,0.27,0.00000,4.95483870967742,9.62,43.97,102.83999633789062
2015-12-09,100.34323870967742,0.26,0.00000,4.948387096774193,15.81,57.21,102.63999938964844
2015-12-10,100.3895935483871,0.24,0.00000,4.941935483870967,6.75,64.28,102.5500030517578
2015-12-11,100.43594838709676,0.22,0.00000,4.935483870967742,25.66,110.78,103.11000061035156
2015-12-14,100.5750129032258,0.26,0.79000,4.916129032258064,27.1,56.77,101.79000091552734
2015-12-15,100.62136774193549,0.25,0.00000,4.909677419354838,78.01,78.0,101.5199966430664
2015-12-16,100.66772258064516,0.27,0.00000,4.903225806451613,58.09,85.34,102.75
2015-12-17,100.71407741935484,0.23,0.00000,4.896774193548387,56.91,100.26,100.5
2015-12-18,100.76043225806453,0.19,0.00000,4.890322580645162,26.2,86.5,102.04000091552734
2015-12-21,100.89949677419357,0.24,0.00000,4.870967741935484,13.84,79.05,103.1500015258789
2015-12-22,100.94585161290324,0.21,0.62000,4.864516129032258,42.63,77.14,102.61000061035156
2015-12-23,100.9922064516129,0.2,0.00000,4.858064516129032,8.98,75.23,102.30999755859376
2015-12-24,101.03856129032258,0.2,0.00000,4.851612903225806,8.52,58.39,103.0500030517578
2015-12-28,101.22398064516128,0.23,6.03000,4.825806451612903,44.06,106.39,102.2699966430664
2015-12-29,101.27033548387097,0.23,0.00000,4.819354838709677,55.4,59.15,102.1999969482422
2015-12-30,101.31669032258064,0.21,0.00000,4.812903225806451,36.48,90.42,101.41999816894533
2015-12-31,101.36304516129032,0.16,0.00000,4.806451612903226,57.65,59.74,101.45999908447266
2016-01-04,101.39130322580644,0.22,0.00000,4.809677419354839,26.7,106.94,102.88999938964844
2016-01-05,101.38527096774196,0.2,0.00000,4.812903225806451,9.88,52.8,103.18000030517578
2016-01-06,101.37923870967742,0.21,0.00000,4.816129032258065,7.95,30.4,104.66999816894533
2016-01-07,101.3732064516129,0.2,2.89000,4.819354838709677,21.06,56.4,106.1500015258789
2016-01-08,101.3671741935484,0.2,1.51000,4.82258064516129,127.99,62.21,105.68000030517578
2016-01-11,101.34907741935484,0.21,0.00000,4.832258064516129,52.37,65.1,104.73999786376952
2016-01-12,101.34304516129032,0.21,0.58000,4.835483870967742,19.54,67.32,104.20999908447266
2016-01-13,101.3370129032258,0.22,0.93000,4.838709677419355,47.15,130.12,104.72000122070312
2016-01-14,101.33098064516128,0.25,1.60000,4.841935483870968,27.24,72.92,103.0199966430664
2016-01-15,101.32494838709675,0.23,0.00000,4.845161290322581,108.08,67.14,104.08000183105467
2016-01-19,101.30081935483872,0.26,0.60000,4.858064516129033,101.49,81.9,103.9800033569336
2016-01-20,101.2947870967742,0.26,0.00000,4.861290322580645,55.18,70.19,105.37000274658205
2016-01-21,101.28875483870968,0.28,4.85000,4.864516129032258,203.34,110.2,105.48999786376952
2016-01-22,101.28272258064516,0.3,1.00000,4.867741935483871,75.38,68.43,105.0
2016-01-25,101.2646258064516,0.31,0.78000,4.87741935483871,65.26,55.72,106.08000183105467
2016-01-26,101.2585935483871,0.31,0.00000,4.880645161290323,38.49,78.09,107.29000091552734
2016-01-27,101.25256129032256,0.32,0.00000,4.883870967741935,84.7,39.01,107.69000244140624
2016-01-28,101.24652903225804,0.34,0.00000,4.887096774193549,21.11,59.62,106.54000091552734
2016-01-29,101.24049677419356,0.32,0.49000,4.890322580645162,32.9,41.51,106.9499969482422
2016-02-01,101.2224,0.35,1.48000,4.9,86.83,183.2,108.0500030517578
2016-02-02,101.19293793103448,0.34,1.13000,4.903448275862069,56.56,117.91,108.08999633789062
2016-02-03,101.16347586206896,0.33,0.45000,4.906896551724138,51.91,73.51,109.25
2016-02-04,101.13401379310343,0.29,0.39000,4.910344827586207,6.43,40.73,110.56999969482422
2016-02-05,101.10455172413792,0.29,0.49000,4.913793103448276,16.06,41.41,112.31999969482422
2016-02-08,101.01616551724138,0.32,2.40000,4.924137931034483,39.74,88.26,113.83000183105467
2016-02-09,100.98670344827586,0.3,0.59000,4.927586206896552,9.7,38.4,113.58000183105467
2016-02-10,100.95724137931032,0.31,0.48000,4.931034482758621,84.21,77.84,114.45999908447266
2016-02-11,100.92777931034482,0.28,0.41000,4.93448275862069,93.13,106.25,119.05999755859376
2016-02-12,100.8983172413793,0.29,0.00000,4.937931034482759,64.11,74.63,118.36000061035156
2016-02-16,100.78046896551724,0.3,0.00000,4.951724137931035,29.76,48.57,114.7699966430664
2016-02-17,100.75100689655171,0.3,0.00000,4.955172413793104,76.65,108.64,115.4800033569336
2016-02-18,100.7215448275862,0.3,0.86000,4.958620689655173,77.94,117.33,118.29000091552734
2016-02-19,100.69208275862069,0.3,2.94000,4.962068965517242,31.41,85.85,117.58000183105467
2016-02-22,100.60369655172413,0.33,0.00000,4.972413793103448,24.45,55.88,115.48999786376952
2016-02-23,100.5742344827586,0.32,2.21000,4.975862068965517,37.63,57.33,117.22000122070312
2016-02-24,100.5447724137931,0.33,0.44000,4.979310344827586,22.29,62.26,117.61000061035156
2016-02-25,100.51531034482758,0.32,0.00000,4.982758620689655,6.56,57.5,117.91999816894533
2016-02-26,100.48584827586208,0.32,0.00000,4.9862068965517246,39.26,41.87,117.11000061035156
2016-02-29,100.39746206896552,0.33,0.56000,4.996551724137931,76.71,65.74,118.63999938964844
2016-03-01,100.368,0.33,2.95000,5.0,28.79,49.35,117.7699966430664
2016-03-02,100.40024193548386,0.35,0.32000,5.003225806451613,43.73,41.64,118.68000030517578
2016-03-03,100.43248387096774,0.27,0.30000,5.006451612903226,20.41,48.6,120.7300033569336
2016-03-04,100.4647258064516,0.28,0.36000,5.009677419354839,36.81,46.74,120.54000091552734
2016-03-07,100.56145161290324,0.32,1.15000,5.019354838709678,9.84,59.99,121.13999938964844
2016-03-08,100.5936935483871,0.29,0.44000,5.02258064516129,7.53,77.42,120.58000183105467
2016-03-09,100.62593548387096,0.3,0.33000,5.025806451612903,11.21,46.99,119.58000183105467
2016-03-10,100.65817741935484,0.31,0.00000,5.029032258064516,5.29,30.22,121.5
2016-03-11,100.69041935483872,0.32,0.38000,5.032258064516129,6.4,29.26,119.41000366210938
2016-03-14,100.78714516129033,0.34,0.59000,5.041935483870968,10.13,54.04,117.87000274658205
2016-03-15,100.8193870967742,0.34,0.88000,5.04516129032258,7.49,45.63,117.95999908447266
2016-03-16,100.85162903225806,0.31,0.33000,5.048387096774193,11.11,48.66,120.58999633789062
2016-03-17,100.88387096774194,0.29,0.29000,5.051612903225807,5.01,40.06,120.12999725341795
2016-03-18,100.9161129032258,0.29,0.00000,5.054838709677419,12.79,58.48,119.8000030517578
2016-03-21,101.01283870967742,0.31,1.20000,5.064516129032258,41.02,89.85,118.95999908447266
2016-03-22,101.04508064516128,0.3,0.89000,5.067741935483871,60.98,55.17,119.30999755859376
2016-03-23,101.07732258064516,0.3,0.97000,5.070967741935483,5.5,87.98,116.61000061035156
2016-03-24,101.10956451612904,0.29,0.59000,5.074193548387097,10.13,50.15,116.33000183105467
2016-03-28,101.23853225806452,0.29,1.16000,5.087096774193548,19.85,105.86,116.5999984741211
2016-03-29,101.2707741935484,0.23,0.86000,5.090322580645161,43.99,69.82,118.76000213623048
2016-03-30,101.30301612903226,0.2,1.63000,5.0935483870967735,133.45,124.96,117.0999984741211
2016-03-31,101.33525806451614,0.21,0.59000,5.096774193548387,10.06,36.42,117.63999938964844
2016-04-01,101.3675,0.23,0.72000,5.1,6.15,30.46,116.93000030517578
2016-04-04,101.32996,0.23,1.09000,5.069999999999999,74.26,38.89,116.1500015258789
2016-04-05,101.31744666666668,0.23,0.40000,5.06,13.5,25.71,117.66000366210938
2016-04-06,101.30493333333334,0.23,0.00000,5.05,5.28,36.17,116.94000244140624
2016-04-07,101.29242,0.23,0.00000,5.04,18.96,28.9,118.61000061035156
2016-04-08,101.27990666666668,0.23,1.43000,5.029999999999999,12.22,30.25,118.43000030517578
2016-04-11,101.24236666666668,0.23,0.00000,5.0,9.15,101.11,120.02999877929688
2016-04-12,101.22985333333334,0.22,0.41000,4.989999999999999,13.92,34.46,120.0500030517578
2016-04-13,101.21734,0.23,0.00000,4.98,15.65,37.74,118.7699966430664
2016-04-14,101.20482666666666,0.22,0.27000,4.97,14.06,21.42,117.11000061035156
2016-04-15,101.19231333333332,0.22,1.05000,4.96,5.96,52.17,117.91999816894533
2016-04-18,101.15477333333334,0.22,0.51000,4.93,17.43,63.08,117.73999786376952
2016-04-19,101.14226,0.21,0.00000,4.92,6.78,20.66,119.58000183105467
2016-04-20,101.12974666666666,0.23,0.32000,4.91,10.84,41.3,118.97000122070312
2016-04-21,101.11723333333332,0.23,0.29000,4.9,14.99,34.27,119.41999816894533
2016-04-22,101.10472,0.23,2.88000,4.89,30.71,112.29,117.88999938964844
2016-04-25,101.06718,0.25,0.00000,4.859999999999999,9.82,59.83,118.2300033569336
2016-04-26,101.05466666666666,0.24,0.42000,4.85,21.62,49.42,118.6999969482422
2016-04-27,101.04215333333332,0.24,0.93000,4.84,52.97,42.37,119.04000091552734
2016-04-28,101.02964,0.22,0.57000,4.83,4.84,20.3,121.29000091552734
2016-04-29,101.01712666666666,0.22,0.34000,4.82,11.53,54.91,123.6500015258789
2016-05-02,101.02186451612904,0.22,1.60000,4.8032258064516125,45.45,72.72,123.23999786376952
2016-05-03,101.05162903225806,0.21,0.41000,4.806451612903226,14.02,45.4,122.95999908447266
2016-05-04,101.0813935483871,0.19,0.62000,4.809677419354839,21.05,44.1,122.20999908447266
2016-05-05,101.11115806451612,0.2,0.29000,4.812903225806451,4.97,34.04,122.06999969482422
2016-05-06,101.14092258064515,0.19,1.11000,4.816129032258065,6.32,31.3,123.18000030517578
2016-05-09,101.23021612903226,0.24,0.00000,4.825806451612904,8.71,59.73,120.6500015258789
2016-05-10,101.25998064516128,0.24,0.40000,4.829032258064516,6.89,62.97,120.9800033569336
2016-05-11,101.28974516129033,0.26,0.00000,4.832258064516129,10.58,54.4,122.12000274658205
2016-05-12,101.31950967741936,0.27,0.28000,4.835483870967742,14.3,50.82,121.16000366210938
2016-05-13,101.34927419354838,0.28,0.71000,4.838709677419355,6.04,59.77,121.70999908447266
2016-05-16,101.43856774193549,0.28,0.49000,4.848387096774194,33.44,82.79,121.8000030517578
2016-05-17,101.4683322580645,0.28,0.40000,4.851612903225806,13.55,51.62,122.22000122070312
2016-05-18,101.49809677419354,0.3,0.31000,4.854838709677419,5.26,32.08,120.0999984741211
2016-05-19,101.52786129032258,0.3,0.28000,4.858064516129033,4.8,58.53,119.87000274658205
2016-05-20,101.5576258064516,0.32,0.00000,4.861290322580645,6.19,25.94,119.70999908447266
2016-05-23,101.6469193548387,0.35,0.59000,4.870967741935484,60.32,141.68,119.37000274658205
2016-05-24,101.67668387096774,0.35,0.00000,4.874193548387097,7.54,66.06,117.3000030517578
2016-05-25,101.70644838709676,0.33,0.33000,4.87741935483871,5.64,51.51,116.9800033569336
2016-05-26,101.7362129032258,0.3,0.00000,4.880645161290323,5.05,23.07,116.58000183105467
2016-05-27,101.76597741935484,0.31,0.37000,4.883870967741935,6.31,19.22,115.62000274658205
2016-05-31,101.88503548387096,0.34,0.00000,4.896774193548388,42.17,48.19,116.05999755859376
2016-06-01,101.9148,0.3,0.34000,4.9,23.1,48.39,115.94000244140624
2016-06-02,101.90702333333331,0.28,0.30000,4.896666666666667,5.07,44.41,115.66999816894533
2016-06-03,101.89924666666668,0.29,0.00000,4.8933333333333335,13.06,54.72,118.87999725341795
2016-06-06,101.87591666666668,0.28,0.55000,4.883333333333334,56.61,136.57,118.91999816894533
2016-06-07,101.86814,0.28,0.00000,4.88,87.61,127.93,118.81999969482422
2016-06-08,101.86036333333334,0.24,0.68000,4.876666666666667,23.21,46.41,120.58000183105467
2016-06-09,101.85258666666668,0.25,0.31000,4.873333333333334,5.22,49.67,121.25
2016-06-10,101.84481,0.25,0.39000,4.87,13.26,70.69,121.73999786376952
2016-06-13,101.82148,0.27,4.94000,4.86,21.08,60.21,122.63999938964844
2016-06-14,101.81370333333334,0.27,1.72000,4.8566666666666665,36.62,83.69,122.7699966430664
2016-06-15,101.80592666666666,0.26,0.70000,4.8533333333333335,35.77,79.47,123.68000030517578
2016-06-16,101.79815,0.27,1.20000,4.85,51.13,109.07,122.37999725341795
2016-06-17,101.79037333333332,0.26,0.40000,4.846666666666667,34.53,71.03,123.9499969482422
2016-06-20,101.76704333333332,0.28,0.00000,4.836666666666667,82.94,94.78,123.20999908447266
2016-06-21,101.75926666666666,0.27,0.45000,4.833333333333333,23.06,137.6,120.83999633789062
2016-06-22,101.75149,0.27,0.00000,4.83,75.9,146.78,120.9000015258789
2016-06-23,101.74371333333332,0.3,0.00000,4.826666666666666,92.52,125.3,120.11000061035156
2016-06-24,101.73593666666666,0.26,0.00000,4.823333333333333,547.55,312.85,126.0
2016-06-27,101.71260666666667,0.27,0.00000,4.8133333333333335,250.34,254.28,126.68000030517578
2016-06-28,101.70483,0.26,1.34000,4.81,481.4,238.67,125.31999969482422
2016-06-29,101.69705333333332,0.26,1.79000,4.806666666666667,189.42,146.63,125.83999633789062
2016-06-30,101.68927666666669,0.26,0.64000,4.803333333333333,126.12,96.08,126.47000122070312
2016-07-01,101.6815,0.27,1.25000,4.8,149.16,108.22,128.41000366210938
2016-07-05,101.70997741935484,0.28,0.53000,4.812903225806451,62.92,89.02,129.47000122070312
2016-07-06,101.71709677419356,0.27,0.73000,4.816129032258065,193.06,185.04,130.22999572753906
2016-07-07,101.72421612903226,0.29,0.00000,4.819354838709677,60.7,117.71,129.74000549316406
2016-07-08,101.73133548387096,0.27,0.43000,4.82258064516129,124.09,105.65,130.52000427246094
2016-07-11,101.7526935483871,0.31,1.87000,4.832258064516129,42.49,93.07,129.2899932861328
2016-07-12,101.7598129032258,0.29,4.38000,4.835483870967742,91.38,113.92,127.1500015258789
2016-07-13,101.76693225806451,0.31,0.00000,4.838709677419355,85.89,58.42,128.32000732421875
2016-07-14,101.77405161290322,0.31,0.00000,4.841935483870968,21.45,53.11,127.33000183105467
2016-07-15,101.78117096774191,0.31,0.41000,4.845161290322581,6.95,34.4,126.83999633789062
2016-07-18,101.80252903225806,0.32,0.00000,4.854838709677419,40.84,112.79,127.04000091552734
2016-07-19,101.80964838709676,0.31,3.78000,4.858064516129033,32.23,39.89,127.20999908447266
2016-07-20,101.81676774193548,0.32,0.35000,4.861290322580645,36.13,45.87,125.38999938964844
2016-07-21,101.8238870967742,0.31,0.32000,4.864516129032258,16.47,37.63,127.3000030517578
2016-07-22,101.8310064516129,0.32,0.00000,4.867741935483871,14.14,59.24,126.3499984741211
2016-07-25,101.85236451612904,0.32,0.00000,4.87741935483871,10.28,78.34,125.47000122070312
2016-07-26,101.85948387096774,0.31,0.00000,4.880645161290323,54.55,56.4,126.0
2016-07-27,101.86660322580644,0.31,0.00000,4.883870967741935,29.86,122.84,128.02999877929688
2016-07-28,101.87372258064516,0.25,0.00000,4.887096774193549,22.28,76.37,127.66000366210938
2016-07-29,101.88084193548389,0.27,1.24000,4.890322580645162,21.23,78.16,128.97999572753906
2016-08-01,101.9022,0.29,0.61000,4.9,10.36,74.99,129.22000122070312
2016-08-02,101.8955387096774,0.29,0.00000,4.903225806451613,40.5,55.54,130.27000427246094
2016-08-03,101.88887741935484,0.28,1.74000,4.9064516129032265,17.86,38.55,129.64999389648438
2016-08-04,101.88221612903226,0.26,0.00000,4.909677419354839,10.66,42.64,129.8699951171875
2016-08-05,101.87555483870968,0.27,0.00000,4.912903225806452,48.34,89.43,127.5500030517578
2016-08-08,101.85557096774193,0.31,0.62000,4.922580645161291,126.99,108.83,127.44000244140624
2016-08-09,101.84890967741936,0.29,0.00000,4.925806451612903,48.57,61.67,127.95999908447266
2016-08-10,101.84224838709676,0.28,0.00000,4.929032258064517,85.86,81.76,128.55999755859375
2016-08-11,101.8355870967742,0.28,0.63000,4.932258064516129,16.22,43.24,127.66999816894533
2016-08-12,101.8289258064516,0.28,0.40000,4.935483870967742,13.78,63.0,127.4000015258789
2016-08-15,101.80894193548389,0.31,0.00000,4.945161290322581,31.29,91.36,127.83999633789062
2016-08-16,101.80228064516128,0.27,0.46000,4.948387096774193,7.91,105.49,128.47000122070312
2016-08-17,101.7956193548387,0.3,0.00000,4.951612903225807,6.1,83.6,128.5
2016-08-18,101.78895806451612,0.29,0.00000,4.95483870967742,5.23,59.73,129.11000061035156
2016-08-19,101.78229677419354,0.29,0.00000,4.958064516129032,20.11,56.17,127.97000122070312
2016-08-22,101.7623129032258,0.29,0.00000,4.967741935483871,9.52,39.89,127.77999877929688
2016-08-23,101.75565161290322,0.3,0.44000,4.970967741935484,7.59,40.46,127.76000213623048
2016-08-24,101.74899032258064,0.31,0.00000,4.974193548387097,11.95,43.23,126.33999633789062
2016-08-25,101.74232903225808,0.33,0.30000,4.97741935483871,35.48,83.01,126.2300033569336
2016-08-26,101.73566774193549,0.33,0.00000,4.980645161290322,56.53,117.24,126.0500030517578
2016-08-29,101.71568387096774,0.33,0.00000,4.990322580645161,69.87,87.44,126.3000030517578
2016-08-30,101.70902258064515,0.33,0.42000,4.993548387096774,35.89,46.48,125.02999877929688
2016-08-31,101.7023612903226,0.33,0.00000,4.996774193548387,27.44,45.98,124.77999877929688
2016-09-01,101.6957,0.33,0.00000,5.0,168.53,38.52,125.29000091552734
2016-09-02,101.67858666666667,0.32,0.00000,4.996666666666667,18.93,40.85,126.56999969482422
2016-09-06,101.61013333333334,0.32,0.00000,4.983333333333333,7.95,30.28,128.7100067138672
2016-09-07,101.59302,0.34,0.00000,4.98,5.82,22.17,128.27000427246094
2016-09-08,101.57590666666668,0.34,0.30000,4.976666666666667,5.07,27.04,127.58999633789062
2016-09-09,101.55879333333334,0.34,0.00000,4.973333333333334,6.24,35.65,126.75
2016-09-12,101.50745333333332,0.37,0.00000,4.963333333333334,31.14,39.54,126.58999633789062
2016-09-13,101.49034,0.36,0.00000,4.96,42.62,67.65,125.75
2016-09-14,101.47322666666666,0.33,0.32000,4.956666666666667,10.83,28.87,126.18000030517578
2016-09-15,101.45611333333332,0.29,0.29000,4.953333333333333,10.04,30.61,125.37000274658205
2016-09-16,101.439,0.29,0.38000,4.95,6.44,44.18,125.05999755859376
2016-09-19,101.38766,0.3,0.00000,4.94,39.09,74.44,125.31999969482422
2016-09-20,101.37054666666668,0.3,0.43000,4.9366666666666665,14.73,58.92,125.44000244140624
2016-09-21,101.35343333333331,0.22,0.30000,4.933333333333334,5.15,31.41,127.2699966430664
2016-09-22,101.33632,0.18,0.00000,4.930000000000001,5.16,64.81,127.56999969482422
2016-09-23,101.31920666666666,0.18,0.36000,4.926666666666667,6.13,60.71,127.6500015258789
2016-09-26,101.26786666666666,0.25,0.59000,4.916666666666667,10.09,30.74,127.5500030517578
2016-09-27,101.25075333333334,0.26,0.00000,4.913333333333334,7.48,56.95,126.62000274658205
2016-09-28,101.23364,0.27,0.35000,4.91,35.57,38.39,126.22000122070312
2016-09-29,101.21652666666668,0.26,0.00000,4.906666666666667,5.44,51.81,126.06999969482422
2016-09-30,101.19941333333333,0.28,0.38000,4.903333333333333,13.1,34.93,125.63999938964844
2016-10-03,101.11413225806452,0.32,1.01000,4.887096774193549,69.12,78.99,125.31999969482422
2016-10-04,101.08004838709677,0.33,1.65000,4.880645161290323,42.12,48.13,120.97000122070312
2016-10-05,101.04596451612905,0.32,0.33000,4.8741935483870975,11.38,65.03,120.77999877929688
2016-10-06,101.01188064516128,0.32,0.00000,4.867741935483871,21.19,58.51,119.66000366210938
2016-10-07,100.97779677419356,0.32,0.00000,4.861290322580645,23.98,57.08,119.73999786376952
2016-10-11,100.84146129032258,0.35,3.36000,4.835483870967742,7.16,54.57,119.5500030517578
2016-10-12,100.80737741935484,0.36,0.35000,4.829032258064516,6.0,59.38,119.73999786376952
2016-10-13,100.77329354838707,0.29,0.30000,4.822580645161291,20.45,50.64,120.02999877929688
2016-10-14,100.73920967741935,0.31,0.36000,4.816129032258065,12.45,80.62,119.36000061035156
2016-10-17,100.63695806451612,0.34,0.00000,4.796774193548387,141.07,115.14,119.68000030517578
2016-10-18,100.6028741935484,0.34,0.00000,4.790322580645162,7.03,45.55,120.41999816894533
2016-10-19,100.56879032258064,0.34,0.00000,4.783870967741936,5.75,61.32,121.11000061035156
2016-10-20,100.5347064516129,0.34,0.00000,4.77741935483871,5.12,48.77,120.73999786376952
2016-10-21,100.50062258064516,0.33,0.37000,4.770967741935484,12.78,34.08,120.83000183105467
2016-10-24,100.39837096774193,0.33,0.60000,4.751612903225807,20.53,58.65,120.55999755859376
2016-10-25,100.3642870967742,0.34,1.76000,4.745161290322581,22.55,114.51,121.47000122070312
2016-10-26,100.33020322580644,0.33,0.33000,4.738709677419355,11.18,40.45,120.79000091552734
2016-10-27,100.29611935483872,0.29,0.30000,4.732258064516129,25.45,85.31,121.01000213623048
2016-10-28,100.26203548387096,0.29,0.00000,4.725806451612903,43.9,74.06,121.58000183105467
2016-10-31,100.15978387096774,0.34,1.18000,4.706451612903226,20.12,95.82,121.94000244140624
2016-11-01,100.1257,0.35,0.00000,4.7,13.8,44.68,122.7300033569336
2016-11-02,100.17517333333332,0.36,1.25000,4.7,5.32,60.79,123.63999938964844
2016-11-03,100.22464666666666,0.37,0.29000,4.7,34.08,63.05,124.3000030517578
2016-11-04,100.27412,0.37,0.00000,4.7,36.47,87.98,124.38999938964844
2016-11-07,100.42254,0.41,0.00000,4.7,34.13,74.75,122.1500015258789
2016-11-08,100.47201333333332,0.43,0.00000,4.7,83.62,119.44,121.63999938964844
2016-11-09,100.52148666666666,0.44,0.00000,4.7,203.15,246.03,121.55999755859376
2016-11-10,100.57096,0.47,0.00000,4.7,221.84,272.71,119.75
2016-11-14,100.76885333333333,0.54,0.00000,4.7,154.75,263.29,116.11000061035156
2016-11-15,100.81832666666666,0.5,0.42000,4.7,28.32,161.83,117.12000274658205
2016-11-16,100.8678,0.46,0.00000,4.7,40.1,135.29,116.7699966430664
2016-11-17,100.91727333333333,0.43,0.00000,4.7,59.36,111.0,116.16999816894533
2016-11-18,100.96674666666668,0.43,0.00000,4.7,34.71,176.29,115.1500015258789
2016-11-21,101.11516666666668,0.46,0.00000,4.7,19.03,94.21,115.58000183105467
2016-11-22,101.16464,0.48,0.00000,4.7,7.26,102.35,115.54000091552734
2016-11-23,101.21411333333332,0.5,0.00000,4.7,5.67,84.27,113.25
2016-11-25,101.31306,0.48,0.00000,4.7,40.87,90.3,112.61000061035156
2016-11-28,101.46148,0.48,0.00000,4.7,10.59,96.79,113.8000030517578
2016-11-29,101.51095333333332,0.48,0.00000,4.7,15.54,56.24,113.2699966430664
2016-11-30,101.56042666666666,0.48,0.00000,4.7,16.72,63.67,111.75
2016-12-01,101.6099,0.47,0.00000,4.7,36.3,167.88,111.54000091552734
2016-12-02,101.56795161290322,0.48,0.00000,4.7,6.31,144.2,112.13999938964844
2016-12-05,101.4421064516129,0.49,0.00000,4.7,19.3,113.93,111.54000091552734
2016-12-06,101.40015806451612,0.49,0.00000,4.7,7.18,158.64,111.43000030517578
2016-12-07,101.35820967741935,0.51,0.00000,4.7,26.92,162.0,111.83000183105467
2016-12-08,101.31626129032256,0.5,0.00000,4.7,21.6,125.48,111.56999969482422
2016-12-09,101.2743129032258,0.53,0.00000,4.7,31.14,97.26,110.4000015258789
2016-12-12,101.14846774193548,0.51,0.00000,4.7,46.62,99.45,110.81999969482422
2016-12-13,101.10651935483872,0.54,0.42000,4.7,28.98,336.71,110.4499969482422
2016-12-14,101.06457096774191,0.54,0.00000,4.7,5.44,53.87,108.83000183105467
2016-12-15,101.02262258064516,0.5,0.31000,4.7,372.23,232.94,107.33999633789062
2016-12-16,100.98067419354838,0.5,0.37000,4.7,12.68,53.13,108.0500030517578
2016-12-19,100.85482903225808,0.52,0.00000,4.7,10.92,91.47,108.58999633789062
2016-12-20,100.81288064516129,0.52,0.43000,4.7,51.85,59.25,107.79000091552734
2016-12-21,100.77093225806452,0.51,0.64000,4.7,5.45,37.37,107.8499984741211
2016-12-22,100.72898387096774,0.5,0.32000,4.7,22.03,50.35,107.58999633789062
2016-12-23,100.68703548387096,0.51,0.00000,4.7,14.42,35.7,107.93000030517578
2016-12-27,100.51924193548388,0.51,0.00000,4.7,64.09,108.11,108.55999755859376
2016-12-28,100.4772935483871,0.52,0.78000,4.7,46.4,161.59,108.86000061035156
2016-12-29,100.43534516129031,0.46,0.00000,4.7,38.07,116.01,110.29000091552734
2016-12-30,100.39339677419356,0.5,0.00000,4.7,52.94,141.16,109.61000061035156
2017-01-03,100.21873225806452,0.53,0.48000,4.693548387096774,24.4,89.85,110.47000122070312
2017-01-04,100.17334838709678,0.52,0.00000,4.690322580645161,17.46,101.99,110.86000061035156
2017-01-05,100.12796451612904,0.51,0.00000,4.687096774193549,84.05,134.47,112.58000183105467
2017-01-06,100.08258064516129,0.52,0.00000,4.683870967741935,7.07,96.97,111.75
